,MAINEXITDAY2,TOPLD1DAY2,AISLE1DAY2,PSADAY2,EXHIBITIONDAY2,MAINDAY2,POSTERDAY2,PSBDAY2,WC1DAY2,PSCDAY2,ROOM1DAY2,PSDDAY2,ROOM2DAY2,CIDAY2,CIENTRY1DAY2,BOTLD1DAY2,SERVEDAY2,ROOM3DAY2,ROOM4DAY2,WC2DAY2,CIENTRY2DAY2,CIENTRY3DAY2,CIEXIT1DAY2,CIENTRY4DAY2,EXHEXIT1DAY2,EXHEXIT2DAY2,TOPLD2DAY2,CANTEENDAY2,AISLE2DAY2,WC3DAY2,ROOM6DAY2,ROOM5DAY2,ENTERTAINDAY2,BOTLD2DAY2
15741,0,0,3619,8303,0,9049,212,0,57,0,904,0,0,42,0,169,0,0,0,0,0,0,0,0,0,0,0,1060,740,437,0,0,5910,174
18137,0,0,1581,0,16844,0,3129,1550,817,0,703,0,0,9,0,118,8,0,0,0,0,0,0,0,0,0,0,651,1828,0,0,0,3215,107
19079,0,0,3403,0,1866,9706,31,0,398,0,0,0,0,48,0,33,0,60,0,507,0,0,0,0,0,0,0,1301,135,0,0,0,0,48
10452,0,0,1422,0,186,9593,0,0,0,0,0,0,0,0,0,98,0,0,0,345,0,0,0,0,0,0,0,27,679,0,0,0,0,87
11632,0,0,3435,1545,3373,9319,740,1899,229,0,480,0,0,8,0,151,0,0,0,0,0,0,0,0,0,0,0,642,658,225,0,0,4531,151
12582,0,0,3911,9076,2980,7494,1077,0,130,0,0,0,0,0,0,185,0,0,0,399,0,0,0,0,0,0,0,1131,489,64,0,0,3851,174
12894,0,0,2224,0,551,11444,558,0,303,2326,0,0,0,0,0,102,0,0,0,310,0,0,0,0,0,0,0,805,638,231,0,0,4911,126
13498,0,0,3033,9696,3012,10180,124,0,48,0,0,0,0,0,0,142,16,0,0,89,0,0,0,0,0,0,0,1076,525,444,0,0,2304,156
13556,0,0,3276,9538,4916,9489,835,0,690,0,42,0,0,44,0,43,0,0,0,384,0,0,0,0,0,0,0,903,106,0,0,0,0,29
16432,0,0,1665,0,705,9421,0,0,105,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17352,0,0,3410,0,1005,9680,984,0,412,8628,0,0,0,46,0,162,9,0,0,945,0,0,0,0,0,0,0,794,604,20,0,0,3841,144
17770,0,0,3271,0,777,10489,358,5817,454,0,656,0,0,45,0,102,0,0,0,389,0,0,0,0,0,0,0,0,628,737,0,0,5377,119
19807,0,0,3040,2389,2853,9713,573,0,189,5795,653,0,0,44,0,170,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,3214,159
10976,0,0,3207,0,1626,9399,863,4405,445,0,1403,0,0,47,0,116,14,0,0,327,0,0,0,0,0,0,0,1465,365,298,0,0,5380,111
13092,0,0,3665,0,62,11177,133,6083,660,3129,0,0,0,44,0,35,0,495,0,99,0,0,0,0,0,0,0,1127,167,0,0,0,3930,54
15757,0,0,3751,0,434,10615,141,8531,561,0,0,0,0,46,0,250,0,0,0,0,0,0,0,0,0,0,0,639,734,0,0,0,4496,241
17443,0,0,3535,0,3961,10279,55,3187,604,0,1193,0,0,45,0,98,7,173,0,365,0,0,0,0,0,0,0,1325,357,61,0,0,4378,108
18766,0,0,1881,0,359,9883,0,0,0,0,0,0,0,46,0,48,0,173,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,47
18800,0,0,1590,0,879,9856,0,0,0,0,0,0,0,0,0,32,0,0,0,239,0,0,0,0,0,0,0,711,131,0,0,0,0,32
10522,0,0,2332,0,654,10476,403,0,0,6644,0,0,0,44,0,138,0,0,0,332,0,0,0,0,0,0,0,971,422,247,0,0,6359,119
11193,0,0,2323,2825,684,9147,1442,4200,837,0,0,0,0,44,0,131,0,0,0,0,0,0,0,0,0,0,0,7122,346,0,0,0,1159,139
11655,0,0,2348,0,0,10459,431,0,381,2735,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,635,958,804,0,0,5526,210
14108,0,0,961,0,470,9201,350,0,0,0,0,0,0,0,0,32,0,655,0,0,0,0,0,0,0,0,0,0,122,117,0,0,0,24
17380,0,0,697,0,0,0,0,0,243,0,865,0,0,0,0,120,7,0,0,228,0,0,0,0,0,0,0,0,599,152,0,25035,0,120
17461,0,0,4987,0,0,8597,174,0,0,3600,793,0,0,0,0,141,8,0,0,326,0,0,0,0,0,0,0,55,4488,0,0,0,5557,143
17938,0,0,3178,0,656,10749,692,5824,579,2793,0,0,0,0,0,48,0,0,0,419,0,0,0,0,0,0,0,767,282,0,0,0,3835,73
19232,0,0,2414,1629,0,9911,799,1499,276,0,677,0,0,46,0,179,26,0,0,0,0,0,0,0,0,0,0,578,669,504,0,0,6370,171
10473,0,0,4133,0,0,9214,187,0,0,0,968,6230,0,0,0,241,24,496,0,401,0,0,0,0,0,0,0,515,802,316,0,0,6211,243
12176,0,0,1950,0,0,10137,360,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13335,0,0,4060,0,1069,10722,949,0,287,5706,505,0,0,0,0,155,10,0,0,0,0,0,0,0,0,0,0,678,479,0,0,0,5138,132
13369,0,0,1487,0,2107,8547,29,0,0,0,0,0,0,0,0,98,0,0,0,67,0,0,0,0,0,0,0,89,275,0,0,0,0,87
19255,0,0,3248,0,0,9811,883,0,366,2559,0,0,0,43,0,158,0,0,0,0,0,0,0,0,0,0,0,0,587,277,0,0,6276,143
16937,0,0,692,0,205,0,0,0,826,0,448,0,0,44,0,38,0,0,0,0,0,0,0,0,0,0,0,1311,238,490,0,8867,0,29
17183,0,0,1540,0,401,9922,0,0,0,0,0,0,0,0,0,94,25,213,0,0,0,0,0,0,0,0,0,0,349,77,0,0,0,97
17666,0,0,2994,1979,1992,10629,662,2046,235,0,654,0,0,0,0,33,0,0,0,157,0,0,0,0,0,0,0,856,358,293,0,0,2713,46
17967,0,0,1691,0,357,11258,732,0,306,6937,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,524,508,337,0,0,6318,110
18977,0,0,4200,0,3117,9060,460,5652,0,0,634,0,0,47,0,140,9,0,0,385,0,0,0,0,0,0,0,605,597,152,0,0,4361,137
11560,0,0,1314,0,610,10017,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12241,0,0,1596,0,0,9891,27,0,0,0,0,0,0,42,0,51,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,539,47
12575,0,0,2966,0,3392,7767,711,0,404,2664,0,5420,0,0,0,133,0,0,0,85,0,0,0,0,0,0,0,702,340,0,0,0,5941,148
12785,0,0,1354,0,1058,9187,0,0,0,0,0,0,0,0,0,34,15,0,0,77,0,0,0,0,0,0,0,0,105,0,0,0,0,31
13599,0,0,1764,0,193,9938,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,28
13693,0,0,3812,0,5097,6819,900,3737,508,0,1315,0,0,0,0,192,25,0,0,0,0,0,0,0,0,0,0,671,762,184,0,0,4261,178
13752,0,0,2968,0,2449,10810,977,7762,0,0,1079,0,0,43,0,162,23,0,0,73,0,0,0,0,0,0,0,1211,547,287,0,0,2254,158
14894,0,0,2141,1812,1065,10077,988,0,218,7205,393,0,0,45,0,200,24,0,0,0,0,0,0,0,0,0,0,431,569,479,0,0,4821,194
15006,0,0,4045,0,560,10782,85,5720,1167,2701,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,633,315,0,0,0,3925,156
13504,0,0,3053,0,645,9911,364,0,177,5529,1338,0,0,44,0,106,9,0,0,0,0,0,0,0,0,0,0,1204,480,323,0,0,2433,120
13558,0,0,1260,0,326,11070,0,0,92,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14445,0,0,1591,0,336,10230,0,0,0,0,0,0,0,43,0,62,0,0,0,0,0,0,0,0,0,0,0,160,151,0,0,0,0,55
14757,0,0,2561,0,4335,9795,0,0,73,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,1511,193,0,0,0,85,81
17931,0,0,2548,1513,3886,9441,582,4391,235,0,0,0,0,0,0,84,8,0,0,208,0,0,0,0,0,0,0,462,368,45,0,0,5769,82
10532,0,0,5202,0,6815,10159,535,5496,0,0,668,0,0,44,0,33,15,0,0,722,0,0,0,0,0,0,0,0,211,0,0,0,0,35
10835,0,0,2060,0,191,9893,1059,0,477,0,0,0,0,47,0,72,0,0,0,330,0,0,0,0,0,0,0,996,166,0,0,0,215,80
11347,0,0,1882,0,294,10390,9,0,119,0,0,0,0,43,0,34,0,0,0,0,0,0,0,0,0,0,0,702,190,0,0,0,0,47
12761,0,0,2720,23,0,11391,111,3870,996,0,2233,0,0,45,0,90,0,0,0,544,0,0,0,0,0,0,0,5923,1075,0,0,0,0,112
12997,0,0,2385,0,6631,8885,876,2732,0,0,0,0,0,45,0,188,22,215,0,589,0,0,0,0,0,0,0,1163,787,324,0,0,3573,184
19835,0,0,3310,1892,1866,9117,549,5056,247,0,140,0,0,54,0,87,65,0,0,158,0,0,0,0,0,0,0,1153,501,287,0,0,3065,87
10666,0,0,4413,0,8008,10684,832,0,812,0,561,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,658,268,0,0,0,2967,140
11938,0,0,4406,0,1609,9795,43,0,0,1712,925,0,0,8,0,49,0,0,0,783,0,0,0,0,0,0,0,944,265,0,0,0,4343,66
13086,0,0,2045,0,582,9143,36,0,222,0,0,0,0,46,0,89,8,0,0,0,0,0,0,0,0,0,0,703,278,72,0,0,0,77
13799,0,0,3467,0,3766,9881,1031,0,0,6354,0,0,0,46,0,88,0,0,0,76,0,0,0,0,0,0,0,680,579,156,0,0,4580,80
19799,0,0,3407,0,337,10461,91,2445,228,0,0,0,0,46,0,112,0,0,0,0,0,0,0,0,0,0,0,646,599,145,0,0,5985,137
10409,0,0,577,0,0,0,0,0,276,0,0,0,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,1057,197,0,0,19986,0,30
12765,0,0,2812,0,3608,10714,102,0,340,5516,0,0,0,0,0,80,0,0,0,207,0,0,0,0,0,0,0,705,379,222,0,0,2277,104
10630,0,0,1584,0,658,10033,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16087,0,0,1786,0,0,9854,26,0,122,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16678,0,0,2900,9526,1942,10308,357,0,201,0,0,0,0,0,0,182,9,0,0,0,0,0,0,0,0,0,0,871,752,126,0,0,2808,187
19878,0,0,1510,0,691,10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12006,0,0,3444,0,760,9416,153,6946,376,0,1019,0,0,0,0,92,0,0,0,250,0,0,0,0,0,0,0,1064,406,212,0,0,6252,90
16200,0,0,1194,0,476,10145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18047,0,0,2652,8682,246,9870,567,0,100,0,589,0,0,43,0,110,0,0,0,125,0,0,0,0,0,0,0,1425,549,341,0,0,5500,108
12752,0,0,2436,0,1375,9268,977,6405,337,0,822,0,0,44,0,89,0,0,0,863,0,0,0,0,0,0,0,789,304,302,0,0,5791,82
13169,0,0,1414,0,0,7357,7,0,37,0,0,0,0,0,0,34,9,740,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,27
17985,0,0,4273,2769,2474,10295,200,6381,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,604,438,290,0,0,2319,115
10656,0,0,2658,1615,381,10134,908,0,526,1755,0,0,0,44,0,184,0,0,0,0,0,0,0,0,0,0,0,792,788,125,0,0,4655,178
12328,0,0,944,0,1613,9026,0,0,0,0,0,0,0,46,0,44,14,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,30
13236,0,0,682,0,253,0,22,0,622,0,406,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,871,253,0,0,19895,0,97
17961,0,0,1118,0,72,9460,0,0,0,0,0,0,0,44,0,52,0,0,0,279,0,0,0,0,0,0,0,0,262,518,0,0,309,45
18281,0,0,3443,0,2758,10206,366,4309,252,0,1121,0,0,0,0,95,0,0,0,292,0,0,0,0,0,0,0,1244,399,0,0,0,4258,103
19223,0,0,3228,1581,357,9522,476,0,138,0,1531,0,0,0,0,177,0,58,0,308,0,0,0,0,0,0,0,1528,363,0,0,0,971,190
12970,0,0,3448,0,1187,9736,768,6190,49,2868,0,0,0,44,0,34,0,0,0,359,0,0,0,0,0,0,0,1090,490,0,0,0,4127,37
13440,0,0,3769,1437,0,10017,904,7188,126,0,916,0,0,45,0,107,9,0,0,260,0,0,0,0,0,0,0,1048,410,313,0,0,3782,114
14269,0,0,2595,0,294,9577,1112,7875,0,0,0,0,0,43,0,104,14,0,0,272,0,0,0,0,0,0,0,1069,493,547,0,0,5873,105
15156,0,0,3508,1198,0,9581,818,0,275,1821,606,0,0,46,0,150,0,309,0,95,0,0,0,0,0,0,0,362,486,244,0,0,5194,168
15745,0,0,3469,1831,3254,3253,538,5247,489,0,1249,0,0,50,0,116,0,708,0,0,0,0,0,0,0,0,0,1651,492,245,0,0,6772,110
16323,0,0,2825,0,5263,9265,243,4106,631,0,899,0,0,0,0,149,0,0,0,329,0,0,0,0,0,0,0,1026,506,125,0,0,3772,150
17151,0,0,3007,1335,647,7496,579,5030,0,0,1404,0,0,43,0,202,0,0,0,718,0,0,0,0,0,0,0,75,1816,0,0,0,5835,192
17773,0,0,432,0,0,10053,7,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,332,0,1582,0,0,125
19278,0,0,597,0,135,0,10,0,280,0,1082,0,0,53,0,48,0,0,0,0,0,0,0,0,0,0,0,1016,273,77,0,25489,0,48
10205,0,0,4563,0,799,9922,153,6342,379,0,1094,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,236,78,0,0,5431,35
14649,0,0,3478,0,939,9546,943,5624,622,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,1122,682,900,0,0,4104,107
14828,0,0,3069,1323,1818,10058,100,0,0,0,894,0,0,0,0,128,0,0,0,334,0,0,0,0,0,0,0,936,555,604,0,0,4963,101
14956,0,0,3633,0,309,9215,107,5609,295,0,1065,0,0,0,0,204,0,0,0,114,0,0,0,0,0,0,0,1084,1396,0,0,0,6314,205
15341,0,0,2677,0,421,8895,68,0,0,0,0,0,0,0,0,32,0,0,0,86,0,0,0,0,0,0,0,0,129,0,0,0,0,24
17059,0,0,3174,0,0,9852,395,0,534,4457,1139,0,0,0,0,123,0,0,0,214,0,0,0,0,0,0,0,1235,424,517,0,0,2748,109
12287,0,0,2479,0,3415,10623,622,0,788,2685,0,0,0,44,0,93,84,0,0,427,0,0,0,0,0,0,0,1239,315,0,0,0,2121,109
17591,0,0,1985,0,203,10418,742,0,189,5028,1256,0,0,46,0,175,0,0,0,0,0,0,0,0,0,0,0,1350,774,392,0,0,3551,171
18203,0,0,1842,1689,2909,9751,1232,3962,178,0,574,0,0,47,0,157,17,0,0,0,0,0,0,0,0,0,0,601,722,269,0,0,6480,149
18583,0,0,3004,3068,0,10735,500,6768,879,0,0,0,0,47,0,40,0,0,0,275,0,0,0,0,0,0,0,842,278,0,0,0,4042,57
19554,0,0,2258,0,0,6186,183,0,183,0,0,0,0,46,0,50,8,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,46
14773,0,0,2540,0,83,10749,832,0,282,6838,1009,0,0,45,0,91,0,0,0,189,0,0,0,0,0,0,0,1077,529,477,0,0,5397,113
19617,0,0,519,0,27961,0,0,0,642,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,399,0,1773,0,0,117
10513,0,0,4640,2060,7565,5176,135,0,316,1969,1043,0,0,46,0,94,0,565,0,169,0,0,0,0,0,0,0,747,1901,211,0,0,3722,81
14971,0,0,2595,0,257,10235,1086,0,77,7366,870,0,0,46,0,181,17,375,0,238,0,0,0,0,0,0,0,752,702,270,0,0,1145,173
15786,0,0,1228,0,997,9402,30,0,175,0,0,0,0,43,0,33,8,0,0,182,0,0,0,0,0,0,0,669,184,199,0,0,0,34
16143,0,0,1845,0,1272,8143,0,0,0,0,0,0,0,46,0,89,0,0,0,332,0,0,0,0,0,0,0,325,103,0,0,0,0,76
16344,0,0,2950,0,1299,10602,623,7358,95,0,725,0,0,0,0,93,0,519,0,0,0,0,0,0,0,0,0,510,514,314,0,0,4438,116
16491,0,0,839,0,944,8836,0,0,0,0,0,0,0,47,0,50,0,337,0,416,0,0,0,0,0,0,0,0,109,0,0,0,648,47
19224,0,0,3413,2751,2200,10629,746,6622,288,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,1112,380,0,0,0,2296,104
19472,0,0,1306,0,984,10101,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10567,0,0,2821,1046,873,10602,1015,5242,434,2835,0,0,0,0,0,42,0,0,0,264,0,0,0,0,0,0,0,935,273,0,0,0,3800,64
11843,0,0,3316,2738,420,9703,726,0,494,0,0,0,0,0,0,87,95,517,0,139,0,0,0,0,0,0,0,464,312,360,0,0,4831,110
13347,0,0,1795,0,0,9670,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,52,50
14506,0,0,2702,0,0,9559,1319,0,458,6237,1569,0,0,45,0,183,0,0,0,157,0,0,0,0,0,0,0,0,580,183,0,0,5761,178
17799,0,0,3145,0,4133,9910,787,3890,267,0,1368,0,0,0,0,204,0,0,0,201,0,0,0,0,0,0,0,1198,801,164,0,0,3958,195
17829,0,0,1568,0,0,9794,175,0,162,0,0,0,0,48,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18299,0,0,2387,0,144,9654,998,0,249,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,1094,838,908,0,0,7030,213
19112,0,0,653,0,0,0,7,0,0,0,0,0,0,47,0,38,0,0,0,0,0,0,0,0,0,0,0,903,211,80,0,20090,0,30
10518,0,0,2075,0,0,9699,268,0,204,0,0,0,0,46,0,33,8,102,0,0,0,0,0,0,0,0,0,766,131,0,0,0,0,51
16621,0,0,3439,4639,841,9643,337,0,324,0,0,0,0,55,0,94,8,318,0,59,0,0,0,0,0,0,0,980,455,345,0,0,0,91
17055,0,0,1885,0,114,10268,18,0,115,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,71,41
17668,0,0,2326,0,2542,9059,920,0,684,0,851,0,0,47,0,145,7,0,0,698,0,0,0,0,0,0,0,1089,727,656,0,0,4149,142
10022,0,0,3282,0,2234,9582,52,0,328,2750,0,0,0,50,0,75,0,0,0,391,0,0,0,0,0,0,0,0,448,559,0,0,4611,88
13618,0,0,2336,0,3166,10468,546,0,93,5259,48,0,0,0,0,170,0,477,0,223,0,0,0,0,0,0,0,413,542,0,0,0,4361,156
13763,0,0,1989,0,5088,7744,476,4944,0,0,0,0,0,8,0,91,0,0,0,494,0,0,0,0,0,0,0,702,589,1132,0,0,4524,90
15780,0,0,1518,0,725,9446,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15840,0,0,1554,0,0,9266,18,0,311,0,0,0,0,0,0,47,7,597,0,63,0,0,0,0,0,0,0,0,98,0,0,0,353,40
16556,0,0,2760,0,1419,9849,52,7776,0,0,782,0,0,0,0,238,10,0,0,0,0,0,0,0,0,0,0,852,1033,807,0,0,4368,226
19604,0,0,3870,0,0,9643,71,6293,93,0,0,0,0,49,0,127,0,0,0,111,0,0,0,0,0,0,0,1053,1618,366,0,0,4159,135
19716,0,0,999,0,2614,4497,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1518,0,0,0,0,24
11533,0,0,2428,0,0,10372,1176,7049,131,0,804,0,0,49,0,201,0,83,0,271,0,0,0,0,0,0,0,554,377,0,0,0,5729,189
18225,0,0,3035,0,3501,10710,602,0,1264,6295,0,0,0,0,0,93,0,0,0,1206,0,0,0,0,0,0,0,838,269,0,0,0,1913,110
11171,0,0,3097,1889,72,10274,775,5829,142,0,900,0,0,0,0,144,0,0,0,160,0,0,0,0,0,0,0,967,519,170,0,0,4259,156
12948,0,0,1224,0,0,1126,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14884,0,0,2500,0,333,10657,35,0,124,0,0,7901,0,48,0,231,0,550,0,0,0,0,0,0,0,0,0,1196,647,122,0,0,5596,224
16226,0,0,3359,0,3636,9493,81,0,0,8913,0,0,0,0,0,110,0,0,0,822,0,0,0,0,0,0,0,658,345,273,0,0,2821,102
17081,0,0,734,0,121,10634,0,0,0,0,0,0,0,0,0,0,0,295,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17233,0,0,735,0,271,0,0,0,368,0,479,0,0,0,0,85,8,536,0,0,0,0,0,0,0,0,0,1053,313,0,0,19026,0,81
10492,0,0,3092,0,3335,9975,1789,0,105,4911,722,0,0,0,0,47,8,0,0,433,0,0,0,0,0,0,0,986,2318,0,0,0,2247,49
10577,0,0,2550,3358,165,9367,262,0,575,0,480,0,0,51,0,101,10,0,0,310,0,0,0,0,0,0,0,870,476,808,0,0,7179,104
11605,0,0,3072,1946,1923,9089,1075,0,455,0,1294,0,0,0,0,150,0,0,0,293,0,0,0,0,0,0,0,732,4524,106,0,0,4537,148
15482,0,0,1836,0,0,9592,50,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19601,0,0,2492,0,3891,10035,268,0,105,5927,692,0,0,47,0,172,8,0,0,0,0,0,0,0,0,0,0,752,706,108,0,0,5203,163
12236,0,0,1771,0,1940,5096,714,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,44
12403,0,0,2912,2572,0,10018,142,6087,299,0,0,0,0,48,0,108,9,0,0,0,0,0,0,0,0,0,0,620,431,93,0,0,7009,126
13557,0,0,1442,0,0,9474,19,0,100,0,0,0,0,45,0,112,6,0,0,0,0,0,0,0,0,0,0,0,366,318,0,0,380,84
14110,0,0,2684,2280,154,9927,235,0,759,0,0,0,0,56,0,114,0,0,0,0,0,0,0,0,0,0,0,1101,482,0,0,0,5257,124
14336,0,0,3128,0,3422,10005,650,0,548,4615,1494,0,0,45,0,83,9,0,0,177,0,0,0,0,0,0,0,1521,301,198,0,0,2367,94
15719,0,0,1067,0,356,9986,0,0,0,0,0,0,0,46,0,96,0,614,0,0,0,0,0,0,0,0,0,1501,325,557,0,0,0,82
16759,0,0,2342,0,0,9620,23,0,0,0,0,0,0,0,0,34,9,388,0,0,0,0,0,0,0,0,0,1445,111,0,0,0,0,47
17057,0,0,1281,0,112,8674,0,0,0,0,0,0,0,0,0,100,15,0,0,123,0,0,0,0,0,0,0,0,408,117,0,0,853,93
17548,0,0,4110,0,0,10474,99,0,572,6146,1353,0,0,55,0,144,0,0,0,577,0,0,0,0,0,0,0,1513,360,0,0,0,4543,165
11453,0,0,1587,0,0,10620,32,0,134,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11787,0,0,668,0,0,0,35,0,262,0,1173,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1217,212,103,0,25320,0,49
11919,0,0,2147,0,253,9746,24,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12611,0,0,793,0,0,365,0,0,0,0,0,0,0,0,0,84,9,0,0,0,0,0,0,0,0,0,0,0,234,0,1998,0,0,75
13485,0,0,511,0,64,198,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,346,0,1932,0,0,129
17089,0,0,3918,0,2385,9496,27,0,129,3783,967,0,0,49,0,78,0,0,0,190,0,0,0,0,0,0,0,1112,461,181,0,0,6326,89
17561,0,0,2891,0,218,9968,1043,8623,715,0,0,0,0,45,0,150,0,0,0,328,0,0,0,0,0,0,0,1287,482,347,0,0,4211,158
18722,0,0,4843,4292,742,8810,313,5536,343,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,1068,240,0,0,0,3959,97
18801,0,0,3457,0,3458,10416,140,5630,0,0,464,0,0,0,0,99,0,0,0,86,0,0,0,0,0,0,0,476,584,360,0,0,2141,119
11802,0,0,1197,0,0,10405,0,0,0,0,0,0,0,47,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12629,0,0,2405,1173,10301,8651,2343,0,610,0,558,0,0,57,0,92,0,0,0,366,0,0,0,0,0,0,0,590,277,0,0,0,2645,88
17344,0,0,1573,0,0,9639,9,0,111,0,0,0,0,45,0,79,17,0,0,110,0,0,0,0,0,0,0,0,726,0,0,0,0,74
18300,0,0,1211,0,0,0,11,0,90,0,554,0,0,49,0,190,7,613,0,0,0,0,0,0,0,0,0,1325,436,0,0,17972,0,175
10638,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,127,26963,0,0,0,0,0,0,0,0,0,0,0,333,0,1659,0,0,120
11991,0,0,611,0,0,9885,0,0,0,0,0,0,0,0,0,78,0,0,0,312,0,0,0,0,0,0,0,0,213,0,1520,0,0,68
12735,0,0,3262,0,2072,9660,142,0,321,4628,1144,0,0,0,0,82,0,0,0,247,0,0,0,0,0,0,0,1332,321,89,0,0,6097,87
15145,0,0,1775,0,314,8589,18,0,106,0,0,0,0,48,0,63,0,0,0,202,0,0,0,0,0,0,0,0,201,0,0,0,0,45
15452,0,0,2500,0,0,10938,749,4847,615,0,46,0,0,0,0,137,0,0,0,321,0,0,0,0,0,0,0,1269,414,260,0,0,5855,153
16370,0,0,2999,1648,1888,9635,519,0,433,4872,722,0,0,0,0,170,8,0,0,115,0,0,0,0,0,0,0,534,731,497,0,0,4789,159
16971,0,0,1527,0,0,9802,0,0,0,0,0,0,0,0,0,32,0,0,0,214,0,0,0,0,0,0,0,0,161,0,0,0,0,41
17371,0,0,3947,1462,3139,9137,149,5886,0,0,1156,0,0,48,0,95,0,0,0,591,0,0,0,0,0,0,0,1208,418,0,0,0,2282,90
19528,0,0,2897,0,149,8215,1292,0,729,0,1420,0,0,0,0,235,24,550,0,241,0,0,0,0,0,0,0,1553,724,368,0,0,5619,232
11498,0,0,2209,0,0,10362,959,0,0,6816,543,0,0,9,0,178,8,0,0,248,0,0,0,0,0,0,0,546,815,828,0,0,6826,154
11598,0,0,2447,0,2458,9522,120,5079,427,0,1397,0,0,0,0,99,0,733,0,351,0,0,0,0,0,0,0,1641,509,0,0,0,4375,94
11772,0,0,3348,1553,2561,9257,301,4496,680,0,972,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,1124,728,276,0,0,4327,167
12005,0,0,3040,0,39,10339,815,0,371,7601,0,0,0,47,0,156,0,0,0,0,0,0,0,0,0,0,0,4017,405,0,0,0,3270,181
12630,0,0,5301,2292,3101,10681,160,0,775,0,515,0,0,0,0,178,0,0,0,116,0,0,0,0,0,0,0,639,466,79,0,0,3664,186
12974,0,0,1817,0,580,8737,0,0,0,0,0,0,0,0,0,52,0,109,0,411,0,0,0,0,0,0,0,498,99,0,0,0,0,37
13505,0,0,3825,1503,2329,9407,122,5361,103,0,1012,0,0,0,0,33,0,111,0,282,0,0,0,0,0,0,0,786,147,0,0,0,4825,26
