"","x","y","c","json_data"
"V497",-2.61105046130333,3.83296608283704,6,"19897"
"V498",-0.968982208299055,0.830926554992412,2,"10801"
"V499",-2.45055809344117,4.73107339254396,3,"10855"
"V500",-7.49466040405124,1.24800456087518,4,"11426"
"V501",-3.75605020261801,-0.69740820859715,7,"11480"
"V502",-6.62866692441203,-2.91568027501958,5,"12107"
"V503",-7.45084787348951,-4.19665251531565,5,"15103"
"V504",-4.00232493269802,-1.2378672119498,4,"15298"
"V505",-4.15037692432885,4.16043678237655,5,"19048"
"V506",-7.92467012139539,-1.27295433943062,5,"19078"
"V507",4.116445645714,-0.504312241198092,1,"19266"
"V508",4.84638270107474,-0.272130164798013,2,"19588"
"V509",-9.46941244265043,-3.89089108719158,8,"12842"
"V510",1.16997906438244,-0.0100096155814542,1,"14501"
"V511",-7.23394518846992,-0.985559764167324,5,"14646"
"V512",-4.34306276156881,3.89253929855537,4,"17083"
"V513",-4.67901934145865,4.51886746784225,5,"18836"
"V514",-1.40144427172177,2.27259035139062,4,"19171"
"V515",0.96617220160355,4.41926146021959,3,"19189"
"V516",-0.191208600975529,3.71515640707826,3,"19961"
"V517",2.50578910787941,-0.717541790713921,2,"11192"
"V518",5.22974132789201,-0.505782692431609,2,"11705"
"V519",-5.27618413252657,3.58931218680952,4,"11738"
"V520",-9.04953502094373,-5.70947203225663,8,"11902"
"V521",-0.961456203577827,-1.56465380206033,1,"13315"
"V522",-4.13343604254804,-0.331118526820915,4,"14804"
"V523",-8.59618334262618,-5.05805474675721,5,"15420"
"V524",-1.10224309585148,-1.15380345192414,1,"16251"
"V525",0.754579858790994,-0.479682100257579,1,"16380"
"V526",-7.93306183310632,-1.98449516493278,8,"16705"
"V527",-2.23923535381847,4.23174981939916,7,"17009"
"V528",-6.98112788563984,1.74074251194687,4,"17778"
"V529",-7.27079773044819,2.09399866509155,4,"19222"
"V530",2.72769911111357,-1.13518746082267,1,"19557"
"V531",-5.99525073772796,0.687318419663473,4,"10836"
"V532",-9.25134406036014,-2.32242254548628,5,"11201"
"V533",-6.29090071594631,-5.32212861093193,4,"12176"
"V534",-3.01032017168633,5.14709610834129,3,"14874"
"V535",-7.49971977639603,-0.522766243466641,5,"15058"
"V536",4.58083359251984,-1.2837787930534,1,"15979"
"V537",-7.7739765065553,-0.594637271972259,5,"17053"
"V538",6.38747728447644,-1.14714699714728,2,"11794"
"V539",2.93606664603208,-0.0612679091132749,2,"13563"
"V540",-3.44560460181452,-0.953044508767138,7,"16018"
"V541",3.461882481971,-1.26057452079539,2,"16392"
"V542",3.66442178119772,-0.177423714893262,2,"19553"
"V543",-4.09087727679064,1.98603721730266,3,"19789"
"V544",4.5484894495187,-1.18891603337207,1,"12374"
"V545",4.83434344504597,-0.261341935335732,2,"13330"
"V546",-1.202204597516,-0.996016431294297,7,"13434"
"V547",-9.63225806061583,-2.56107020171933,5,"15199"
"V548",-9.11383254797577,-4.82474793210738,5,"17735"
"V549",-7.15515678352505,-0.523243214341898,5,"10865"
"V550",-9.70662004186629,-2.20611646795231,5,"11314"
"V551",-6.35767485533624,3.52275405940558,4,"14280"
"V552",-4.14047574115568,3.89580049234819,4,"15604"
"V553",-3.88678508941157,4.10795923967649,4,"15775"
"V554",-4.18535655101781,-1.29819514618636,7,"16040"
"V555",-0.0946364347233007,3.44684324580115,1,"16253"
"V556",-6.89318708241308,-0.260550562352739,5,"16316"
"V557",-4.01177398406062,1.51049584570553,4,"17467"
"V558",-7.54016988549038,2.54198860535174,4,"10051"
"V559",0.167335463166845,4.23598945112079,3,"10668"
"V560",-5.26694936930085,-0.245879113098044,6,"11889"
"V561",-9.32764980563883,-5.54399782931842,8,"11978"
"V562",4.23424509117362,-0.538906635271332,1,"12248"
"V563",-7.80829510164918,2.46589461006744,4,"13820"
"V564",-11.3542723153488,-8.66423325354894,8,"14649"
"V565",-7.19588633970703,3.55804152671906,4,"14677"
"V566",5.21182851200446,-0.0121491763607355,2,"15769"
"V567",0.950784728021308,2.1743891262442,2,"16455"
"V568",-4.15232398296722,4.85081131046994,4,"18866"
"V569",-1.41494580550229,5.1784139888629,3,"18964"
"V570",-3.80087446550688,3.96142024474527,3,"11331"
"V571",-6.61904468406917,-2.82449970536129,5,"13072"
"V572",-1.9835471745464,1.1434831903312,4,"16056"
"V573",-1.14775103706435,2.73050188132402,6,"16717"
"V574",-9.00044389391803,-1.75071281494097,4,"17183"
"V575",0.757472363318208,-0.581143678638029,1,"17567"
"V576",-3.06085528807809,3.80892832002392,3,"17733"
"V577",-5.14601747431105,4.72474650625833,5,"18477"
"V578",-6.66225249100792,-1.19435131014955,4,"19574"
"V579",-4.27528970627881,3.70940750052602,4,"12122"
"V580",1.02556863426235,2.18550797191495,2,"13009"
"V581",-4.2330856912545,3.89135296371529,3,"15195"
"V582",-6.02371479962766,2.75573472528327,4,"16365"
"V583",-1.62613245723786,3.02002259578062,3,"16598"
"V584",-5.37658042982722,3.63675874502514,4,"17355"
"V585",-5.31877006441307,2.67682273543167,3,"17692"
"V586",6.37877808063783,-1.14983879647959,2,"17997"
"V587",-0.7447550818524,5.66409835907199,3,"10181"
"V588",-3.27573639758609,3.57715404223305,3,"10526"
"V589",-0.339251205315017,2.84877585411206,3,"10927"
"V590",2.51512266922451,1.2355090524496,4,"10935"
"V591",0.0846581821975303,-0.289604718460748,4,"12036"
"V592",-4.72395628776384,-2.06988596395532,5,"13884"
"V593",-9.25741091402259,-2.25255013642762,4,"16394"
"V594",-11.8899761207779,-5.40576422736036,8,"17324"
"V595",-1.22135036807038,5.03317143894037,3,"17641"
"V596",-2.64604695718805,2.14599937811201,3,"18225"
"V597",3.91380488713826,-0.610351902146787,2,"18294"
"V598",5.21775631953269,-0.494535599412799,2,"18718"
"V599",-10.1157040532665,-6.50778047242021,8,"19036"
"V600",-1.24338574128111,4.73040611517407,3,"19442"
"V601",3.17829552945515,-1.31418803347424,2,"10311"
"V602",-7.66007930603249,-0.115572377057707,5,"10876"
"V603",-9.94910868024419,-5.93464161334113,4,"11656"
"V604",-3.27767551456173,0.692287219369392,3,"12927"
"V605",-7.0438598648645,-3.2626838434443,6,"15072"
"V606",-7.3606981156588,-3.46965417824458,5,"17164"
"V607",-5.9951017776865,3.33331573150964,6,"17669"
"V608",-4.15212464894688,3.71429526034902,4,"18204"
"V609",4.14964762320798,-0.720806241189396,1,"18953"
"V610",5.93755384568234,-0.70379608903223,2,"10744"
"V611",-5.33283477595972,2.90646609546081,4,"10756"
"V612",-6.55749091425135,0.262769672865049,4,"11460"
"V613",-3.97926260616946,4.60376302634052,3,"11780"
"V614",-4.25170962716316,4.08088707923351,4,"12044"
"V615",-5.19323329963349,3.46360208520617,6,"12775"
"V616",-6.81884720666903,2.42739245904783,4,"13849"
"V617",-7.24866911744552,-0.841778589197107,5,"14200"
"V618",-9.62034784774489,-5.0759464097144,5,"14959"
"V619",-1.97667672571893,4.48420493555523,7,"15757"
"V620",5.19068106070314,-0.514454316791974,2,"18151"
"V621",-0.0034453598281048,3.59865700758221,3,"18328"
"V622",-3.9639145102951,-1.28675952644607,7,"18977"
"V623",4.74882130326073,-0.688883428678663,1,"11547"
"V624",3.40878780732493,0.127377332305813,2,"11720"
"V625",4.95276081093153,-0.704464194871268,1,"11782"
"V626",4.09054150608509,-0.242508756414051,2,"13378"
"V627",-1.6953727347091,0.485099102201005,3,"13828"
"V628",-1.10808857135061,3.52834676725041,3,"14600"
"V629",-9.33096107366528,-5.7320104711884,8,"15460"
"V630",-12.5826748916831,-7.99468116799865,8,"15673"
"V631",-6.13889702179994,-1.66292403358858,4,"16866"
"V632",5.22720397608909,-0.519789149702183,2,"18096"
"V633",-2.73881425310303,0.155339127319774,4,"18933"
"V634",-2.98907243681843,1.30295318042617,7,"19838"
"V635",-7.38145098517588,-0.661536541207425,5,"11009"
"V636",-7.45948694672009,1.49757172242272,4,"11424"
"V637",0.150239307660223,4.12290998784533,3,"13217"
"V638",-1.39503761446112,5.25366124610751,3,"13959"
"V639",-1.54201542667911,2.27600968226714,3,"13990"
"V640",-0.499130724712303,4.04791495428585,3,"13992"
"V641",-5.22196045100001,3.54080729216184,4,"14132"
"V642",-5.48902148909961,0.974692864387854,4,"14474"
"V643",-8.87202363531601,-5.14618932188564,5,"15832"
"V644",-5.30610264181206,-1.11490304828282,3,"15937"
"V645",-11.5748046149506,-7.57596842710914,8,"15993"
"V646",2.24798389752578,0.168663364877899,2,"17025"
"V647",-6.87923278074142,2.61495529982349,4,"17195"
"V648",-1.56516154507009,4.99737908439059,3,"13326"
"V649",-3.26584304942458,3.41871616205191,7,"13370"
"V650",-1.54099312373038,4.90069101999599,7,"16751"
"V651",4.08845769531749,-1.65180269196664,2,"17328"
"V652",6.37941397309748,-1.1365729657793,2,"17458"
"V653",2.95161208527401,0.0205112952887082,2,"19202"
"V654",-2.40315053784973,4.23141434876398,7,"10178"
"V655",-7.40406182505557,-0.689281737793762,5,"10657"
"V656",-5.48568510324582,3.52667294175539,4,"14224"
"V657",-4.67237907454535,-2.00214036847543,8,"14806"
"V658",-2.59534429729641,3.57335041211487,6,"15028"
"V659",1.55808661325651,0.365148350156473,1,"15054"
"V660",-7.46074475991961,-0.547589813364655,5,"17703"
"V661",-9.84750809054785,-6.8574674854045,8,"11069"
"V662",-4.29946834503008,-1.15288576568395,4,"12463"
"V663",-9.45705433640759,0.44638424567427,4,"13039"
"V664",1.88858794254867,-0.730365390250688,2,"13623"
"V665",4.16582971506655,-0.705062107530349,1,"14599"
"V666",-7.4521672028108,-3.15510115905729,8,"15741"
"V667",3.21357820848064,-1.29058377722077,2,"17623"
"V668",-8.2944466303801,-4.16049021535112,5,"18656"
"V669",-7.510491921217,2.09406198927089,4,"19556"
"V670",-9.29052940257268,-5.31054756788386,4,"19835"
"V671",1.81634642930771,0.0529641711316479,1,"13057"
"V672",-1.25491255021257,5.04661565618921,3,"14269"
"V673",5.19986626033453,-0.489021864464926,2,"19689"
"V674",-3.54105694376921,3.56093032590954,7,"10921"
"V675",-8.08869395271603,-4.19743849445453,8,"12387"
"V676",-6.69448006460005,-0.297946359115042,4,"15120"
"V677",-3.13083869669376,4.44644447379087,3,"15603"
"V678",-11.1687181775789,-6.74258367728854,6,"16848"
"V679",-1.37054661877106,5.22449125807143,3,"17344"
"V680",-2.3109073086137,-0.193345512130175,1,"19848"
"V681",-3.85927668651965,-3.07552832503711,7,"10252"
"V682",-1.16250206743876,5.14066731097183,3,"14631"
"V683",-7.96946096643647,-0.35968512704356,5,"17391"
"V684",-3.97551293795773,1.09167474596262,4,"15303"
"V685",0.591077742130514,3.99514525939628,3,"15401"
"V686",5.17954339619502,-0.360303447506112,2,"16310"
"V687",-5.37739465640011,3.11545176516704,4,"16971"
"V688",3.1926393968267,-0.103413111364016,2,"17704"
"V689",-7.96779074988633,-1.3008703473919,5,"18162"
"V690",-6.37997099320861,-2.95289308204698,7,"18519"
"V691",-11.5762309698196,-7.84099858871152,8,"12517"
"V692",-6.71237434062488,0.611595557286892,5,"12724"
"V693",-3.87950560420883,2.7499103693907,3,"13428"
"V694",-5.44375477326773,3.54588630570375,4,"13801"
"V695",2.25238278840176,3.48007021817585,3,"15477"
"V696",-8.67429849349405,2.14845325351442,4,"17163"
"V697",-4.18625405420059,0.65263632790208,4,"17353"
"V698",-7.60162349592336,-1.31188822616412,8,"17421"
"V699",-1.95889264961467,0.134036966822476,2,"17595"
"V700",6.012879346545,-1.34436766620018,2,"19054"
"V701",-5.29246210464527,4.03813220039176,4,"11210"
"V702",-5.5131784591513,2.90140362754204,4,"12995"
"V703",-4.23320602226702,-1.2759454023191,1,"13431"
"V704",2.32420828282175,0.350740367922393,2,"13613"
"V705",-7.29561355669238,-1.48337750932342,4,"14706"
"V706",2.95591649260155,-0.0729505918601225,2,"15094"
"V707",3.41925217729037,-1.47502893229861,2,"16333"
"V708",-2.28335904341948,4.05128759240399,7,"17327"
"V709",-9.11500328631142,-6.20308821367513,8,"19010"
"V710",-1.22293411170336,4.73280010857214,3,"19232"
"V711",-8.07057585743671,-4.0842490934395,4,"11750"
"V712",0.309849078946427,0.600487972478812,3,"12196"
"V713",-7.68932527934439,-4.60447059460587,5,"13065"
"V714",5.2020988548577,-0.318392623645422,2,"13890"
"V715",-6.76899107227494,3.11641530555916,5,"15357"
"V716",-3.52059300524191,3.50108579765062,3,"15447"
"V717",4.74393343931101,0.310594007540127,2,"15601"
"V718",-5.34112459675912,-1.99041315586707,5,"16294"
"V719",-2.30988355830952,4.84914902819517,3,"16936"
"V720",-10.9489697888525,-3.0224406917375,8,"16983"
"V721",-2.2649422640922,-0.44432862692502,6,"16985"
"V722",6.30385151481338,-1.25885542882681,2,"19331"
"V723",-6.62089541161172,2.07214779376421,6,"11651"
"V724",-8.6950438942513,-5.40310667784454,8,"11669"
"V725",-8.15167432225673,-2.31433148646578,5,"15867"
"V726",-8.99197016156057,-6.68323096690523,6,"17105"
"V727",-3.4338706044718,3.10612900054384,4,"18325"
"V728",0.402663482544605,1.83370342199379,3,"18350"
"V729",-4.20791096144092,3.83238160935521,4,"18761"
"V730",-5.51253386776206,-0.99900594469882,7,"10561"
"V731",-6.34951660104169,0.471298041353656,4,"10708"
"V732",-6.20069363257972,3.03467673548505,4,"12401"
"V733",-3.17709827407853,3.50089702171833,7,"12815"
"V734",-3.81262792679193,4.63562178718555,3,"13147"
"V735",-8.90660007924145,1.85760705199876,6,"14578"
"V736",-0.92514570651613,5.72995174742539,3,"18792"
"V737",0.857178989681146,4.15380817280228,3,"19823"
"V738",-1.56449953754992,4.49107880709093,3,"13308"
"V739",-5.27947512956653,3.48686022827945,4,"15288"
"V740",2.46235277661313,-1.28803901253464,4,"15881"
"V741",6.33958071236562,-1.13754954003296,2,"16630"
"V742",-1.0197991430988,0.622352519088814,2,"17189"
"V743",4.58867696795671,-1.15533239882873,1,"18244"
"V744",-6.09327062066322,2.25438905751601,4,"18390"
"V745",-8.79612697655713,-2.01969238737863,5,"10214"
"V746",0.956485523394276,3.61242409473106,3,"12240"
"V747",3.82289164422048,-0.848277545090171,2,"13603"
"V748",-6.57204550985339,2.73388440847502,4,"14948"
"V749",-8.03972629526799,-1.22473185487478,5,"18438"
"V750",5.99571234574305,-0.686368252102533,2,"19487"
"V751",5.43070356627196,-0.519352829986912,2,"11535"
"V752",3.19718328999988,-0.120402260817563,2,"12169"
"V753",-5.3247169910013,3.09620408685763,4,"13551"
"V754",4.83014977418889,-0.265120551586871,2,"14241"
"V755",3.89650562793589,-1.85834138620034,2,"10225"
"V756",-4.87902783647786,-2.01475306979109,7,"10292"
"V757",-5.26957018724073,3.12464300472339,4,"10321"
"V758",-8.00371132253371,1.566047338868,4,"10732"
"V759",-4.22706717026774,-0.309478025319761,3,"11666"
"V760",-1.89680067459263,1.75316781789584,3,"11847"
"V761",-8.59900431987478,1.45596419174611,4,"12776"
"V762",-2.18719613806108,1.20195256664403,1,"14783"
"V763",-5.27664068311799,3.55607632658577,4,"16187"
"V764",-3.25507737177452,-2.0181107687243,7,"17668"
"V765",6.88224084084539,-0.709510565783551,2,"18220"
"V766",0.660650835905447,4.05713147657804,3,"19190"
"V767",-3.30268459331772,1.38684818699851,7,"10630"
"V768",-7.81612395270323,2.59166387848189,4,"11663"
"V769",-11.1134911610722,-7.42553464526767,8,"11737"
"V770",5.92765971658905,-0.760450915206555,2,"13243"
"V771",-7.278633065465,-1.03450296581735,4,"14323"
"V772",-3.00046857375191,4.0766390689629,3,"14854"
"V773",2.90772711639142,-1.06866996351491,2,"15000"
"V774",-5.62113461878272,2.76550328145274,4,"15323"
"V775",3.19699296565594,-0.121653431855247,2,"16615"
"V776",-4.0494077548032,-1.88150694688654,8,"16823"
"V777",-5.66506495724451,3.24866318441899,4,"17005"
"V778",-9.25762302535882,-2.97287590732336,5,"10115"
"V779",-9.32596620567094,-5.81183834924118,8,"11843"
"V780",-0.992880153063251,2.94616020274802,1,"12393"
"V781",-4.30091613974119,-2.72011832861471,4,"13575"
"V782",-0.719254747146306,2.7508901716676,3,"14971"
"V783",1.39579060771373,1.12227685627342,2,"15705"
"V784",4.51168328456241,0.458694161090213,2,"17024"
"V785",-7.43789326889724,2.75124453817274,4,"17770"
"V786",-3.35993770850356,-1.85517530226224,4,"18704"
"V787",-4.50151491108094,3.36449249744945,3,"19209"
"V788",-0.595955832868053,5.48662141212509,3,"19247"
"V789",-7.59062269447902,-3.11202189588677,5,"10163"
"V790",-3.17619294598373,1.61782720730976,7,"11032"
"V791",-6.95285263022226,-2.68926288282591,5,"11628"
"V792",-6.24572410190952,2.21227111221923,4,"12005"
"V793",-8.67812623231817,-2.90792311341868,4,"12273"
"V794",-3.16067390077082,3.63901634734449,7,"12721"
"V795",-6.99574678363488,-2.604931886878,5,"14813"
"V796",-8.03307324169275,-0.853351598689823,5,"15238"
"V797",-6.82433417713437,-2.94700649546628,8,"15434"
"V798",-5.51260779773873,2.77183090447664,4,"17625"
"V799",-0.910134311990301,2.79841701730815,7,"18356"
"V800",-6.15994801527148,3.0684242979679,4,"19345"
"V801",-1.95945771745094,4.72828732121768,3,"12612"
"V802",-6.76606235769498,-1.79759209321965,5,"12622"
"V803",-9.27026304679897,-5.21821943509806,8,"14110"
"V804",-7.64909489800876,-2.73103620969207,5,"14121"
"V805",-10.0246622424813,-6.06595556991503,8,"15026"
"V806",-4.45099372563941,-2.05240152633776,7,"15067"
"V807",-9.44994146738898,-4.69680124580343,6,"15764"
"V808",6.37515305992437,-1.13455502321412,2,"16937"
"V809",-2.0875152040235,5.04200571424714,3,"17396"
"V810",5.9702845207848,-0.68540660405723,2,"17598"
"V811",-5.70254631063685,2.4024958018498,4,"18007"
"V812",-4.10414899183268,3.25840048906563,4,"18105"
"V813",6.52493911069175,-1.20597266159144,2,"18181"
"V814",-0.664632151093105,3.96117248378955,3,"18974"
"V815",-2.3226359252696,1.97371144752674,3,"10003"
"V816",7.13585184235687,-0.782613811152362,2,"11284"
"V817",-3.8465203257736,-1.30574813218073,7,"11433"
"V818",-4.02543425778277,4.82270050464378,4,"12554"
"V819",-9.57482432805841,-5.88036505673495,8,"13279"
"V820",3.97987535677604,-0.400010436525938,2,"13386"
"V821",3.23088337872869,-0.916490041697006,2,"13496"
"V822",1.87188840838153,0.171058717792274,2,"13986"
"V823",-5.92526496910227,-0.0581113703601707,5,"14130"
"V824",-7.34182924734926,-3.05813647509025,8,"14231"
"V825",-4.44571867303285,4.38548396154301,3,"14757"
"V826",-6.52969215728452,-3.07624743830156,8,"17208"
"V827",-5.24959906270735,3.66146313313709,4,"17930"
"V828",-2.48438044158229,4.51874016956037,3,"18753"
"V829",-6.15743733380034,-2.37539594373768,8,"19594"
"V830",1.76568857737421,-0.206804667527351,3,"10085"
"V831",-7.76191316832759,-3.55627227500071,5,"14672"
"V832",-3.74522445553195,-1.21268306867777,7,"16953"
"V833",4.41117635080836,-0.559394568389131,2,"17314"
"V834",6.33287306019691,-1.22890703252229,2,"18486"
"V835",0.57853507883493,4.10833864705934,3,"18787"
"V836",-4.96862310746898,1.42644841503113,5,"18790"
"V837",-0.355024963503695,1.9680783065338,4,"18801"
"V838",0.287120084931753,0.498363260472303,1,"19107"
"V839",-3.163572994771,4.00849096373021,7,"10528"
"V840",-2.95681663186764,1.02521991797798,3,"10540"
"V841",-7.29765282073191,-4.11559998575868,5,"12745"
"V842",-7.71523920616005,2.22980595669819,4,"13122"
"V843",-7.14343412586483,-0.257219245072447,5,"15248"
"V844",-5.22819424784021,4.39400099537013,3,"15965"
"V845",-7.65022163258588,2.19744824151359,4,"19969"
"V846",-7.2314612466048,-0.72123691537724,5,"10056"
"V847",7.14055169876418,-0.785413501276153,2,"11096"
"V848",-2.3131435901261,4.73731526645085,3,"11234"
"V849",0.059508984887664,0.768242688460127,7,"11796"
"V850",-5.37246921762554,2.96148734676032,4,"14443"
"V851",1.09478307844168,0.371348827419141,7,"14716"
"V852",-4.362043543451,-2.55139746835049,8,"16676"
"V853",0.934531371580617,3.73449578080479,3,"17557"
"V854",-1.07694217365967,2.70417794406379,7,"18476"
"V855",-10.3341926565501,-7.69103070346947,6,"10280"
"V856",0.361249920716903,1.82276263356483,1,"10494"
"V857",-7.12066832089396,-0.383158416554081,5,"10643"
"V858",-8.98451859316197,-6.30295981111022,8,"11523"
"V859",-8.97963237930076,-2.11984657783664,5,"13702"
"V860",-12.4588926228639,-8.85656179899415,8,"16858"
"V861",-8.32301906485606,-4.02464110116843,5,"17533"
"V862",-9.42804646500543,-2.26936846883263,4,"19009"
"V863",3.05529605375342,0.0561325516469607,2,"19479"
"V864",-2.08498235300091,3.20861703665019,4,"10026"
"V865",4.1141634453858,-2.17614796551824,2,"13225"
"V866",-5.05363042108446,3.78915807786524,3,"14024"
"V867",-5.01553019219938,2.25575989218907,5,"14764"
"V868",-9.06529864344359,-5.93000751615712,8,"15055"
"V869",-2.30795180617587,1.77627862477058,3,"15500"
"V870",4.85895614598925,-0.248105142476227,2,"17233"
"V871",-3.17939991200014,5.28210990680817,3,"18223"
"V872",-5.27115426420364,-2.21486584489113,7,"19141"
"V873",-6.47798168934101,-2.78800959080021,8,"11136"
"V874",6.71403241187816,-1.02328773632749,2,"13121"
"V875",-3.32400489170976,-0.463876870347063,7,"13328"
"V876",-2.5658186948613,3.87202947500582,6,"17236"
"V877",5.01804907681548,-2.5295479233094,2,"17679"
"V878",-6.73317032832081,-2.86441646006952,5,"18848"
"V879",-4.3915042199283,-1.31935378425789,7,"10774"
"V880",-1.12982183424209,3.10176774019576,3,"11216"
"V881",-8.28665102945957,-4.01455623800113,5,"13207"
"V882",6.37756884820526,-0.792043963937951,2,"14777"
"V883",0.929043938462496,2.89011876493968,3,"16776"
"V884",6.35288533011765,-1.19375237669224,2,"17297"
"V885",-1.1243552568277,5.30569078468492,3,"17800"
"V886",3.82850625431781,-0.909109773789285,2,"18342"
"V887",-5.35465815991911,0.26299821824765,4,"18956"
"V888",-7.29583927113785,-1.30896792916594,4,"10374"
"V889",-9.35507999330411,-5.1578774261375,4,"11179"
"V890",-3.72963527535245,1.69923207526297,7,"12653"
"V891",-5.92484872017155,-0.362597061208293,4,"13970"
"V892",-7.05393686599988,-3.19513339111887,5,"14386"
"V893",-5.62619876733559,2.73125655667382,3,"15564"
"V894",-7.44338770738275,-1.48999642721554,6,"15706"
"V895",-3.1571445204468,-0.371176696601664,4,"16171"
"V896",-0.262090107864635,3.43825006087018,3,"17169"
"V897",-6.52781161602448,-1.69012760357394,8,"17291"
"V898",-0.080465373361525,0.319800783383246,7,"18744"
"V899",-4.55798700869372,3.23484828382754,3,"19037"
"V900",-1.97658550121496,4.59637791034908,7,"11129"
"V901",-9.65837671021273,-2.11395157781778,5,"11311"
"V902",-7.92192710485957,-1.87007745439767,5,"11935"
"V903",-8.53829694978345,-8.93682743031745,8,"12474"
"V904",4.15479687271807,-0.698829493543317,1,"12703"
"V905",4.31857367633141,-1.92045623295266,2,"13086"
"V906",-5.62311841065152,3.69987929006531,6,"14395"
"V907",2.19062307972626,3.48425468157912,3,"14411"
"V908",-3.25977002620102,-0.354829247666888,3,"17768"
"V909",-0.936078265310559,5.60749746468301,3,"18686"
"V910",1.0781501714152,-0.742936346683284,4,"10004"
"V911",-8.2637521769165,-4.45285476203545,5,"10182"
"V912",-2.14009588534826,4.20043332002677,4,"10474"
"V913",-8.14566000800103,-1.84127116364982,6,"11297"
"V914",0.829537742262433,4.30480643562238,3,"12500"
"V915",-3.90437320886028,4.08478676993987,7,"19254"
"V916",4.3690053619251,-1.17142867460317,2,"10818"
"V917",-4.20215067060834,-1.42262977493625,7,"10943"
"V918",-2.2904877843806,4.19892739172094,3,"11977"
"V919",-6.52756859859461,2.27378899378093,4,"12193"
"V920",-4.70206700334205,4.96679044776107,3,"13698"
"V921",-1.72667183868072,4.38041594014581,1,"15011"
"V922",0.839625411998826,0.707316191887665,5,"16435"
"V923",-3.49439302813495,-2.22891052540204,7,"18048"
"V924",-5.13310650464061,3.04992226175609,7,"11107"
"V925",-4.40709052835697,-0.762713568806887,4,"11498"
"V926",-3.13102831103296,4.11194543835198,3,"13495"
"V927",-4.91294542058695,-2.88472613500312,7,"13569"
"V928",1.68779809298778,-1.37304677691652,1,"14740"
"V929",-5.30234582154403,0.172385974211309,5,"15794"
"V930",-3.12775333350381,3.77060300690625,7,"16687"
"V931",-9.27166609167007,1.04710910208918,4,"17007"
"V932",-5.64687818837168,-0.244187499890099,5,"17222"
"V933",-4.93254281154825,-0.213782053690827,1,"19425"
"V934",-5.5171297169984,-3.04637143335049,7,"10757"
"V935",-1.58677054395725,-0.0725509542727281,3,"12006"
"V936",-9.01860649756111,-5.51002653214633,8,"12102"
"V937",-8.18069956612639,-0.639278509496975,5,"15279"
"V938",5.31648705672576,-1.71547654828117,2,"16431"
"V939",-7.65637858946363,-1.00440050966351,5,"16533"
"V940",-5.7006780586562,3.42366662075988,6,"16811"
"V941",-5.28471156687603,3.52548136723077,4,"17325"
"V942",-3.28464134713061,3.44029662587971,7,"19559"
"V943",-6.96176949128911,-3.3785181221626,5,"11199"
"V944",-3.19546536094485,4.77146616932776,7,"12524"
"V945",-2.0402417571863,3.84958659314708,7,"14445"
"V946",-0.880248331351371,2.90225986077639,7,"14577"
"V947",4.58008511431867,-0.982550095512211,2,"15967"
"V948",3.40162455208894,2.80659419013312,3,"17538"
"V949",1.45187494694837,0.32390141098303,1,"18299"
"V950",2.61920183206341,-1.15799323649665,1,"18499"
"V951",-4.81200444997565,-2.09576949556198,7,"12383"
"V952",4.56499250988775,-1.30710428719051,1,"12470"
"V953",-5.56447854941761,2.64125447118648,4,"13951"
"V954",-8.8286889526432,-1.62451230411394,8,"14424"
"V955",-2.41211329833219,4.06187657488227,3,"16272"
"V956",-5.39145745052394,-1.22985638283669,5,"16933"
"V957",-0.124961980101605,-1.12561492202698,1,"17829"
"V958",1.72655925219375,-1.57671903340692,1,"18233"
"V959",5.61967009612634,-0.250170932943549,2,"18482"
"V960",-1.03261138836622,3.63578539162446,3,"19051"
"V961",7.14055169876418,-0.785413501276152,2,"10090"
"V962",5.40172819185244,-1.5304462091967,1,"10933"
"V963",-5.06813676882058,1.72950145355762,5,"14379"
"V964",3.01828745126535,2.1734773803216,3,"16921"
"V965",3.89232976269582,-1.171844203587,2,"18751"
"V966",-5.69293335731608,1.37732909821091,4,"19892"
"V967",2.29223227620527,-1.16810874759746,4,"10193"
"V968",-1.49707337907462,4.53529629974974,4,"10215"
"V969",-5.7875273405741,0.085873927808632,6,"11091"
"V970",-8.40801686361613,-3.92162689952309,6,"11670"
"V971",-3.65582429809762,-0.692536292299675,7,"16132"
"V972",1.15111251792003,1.23842094425934,7,"16660"
"V973",-10.6182756790372,-2.16939865817152,5,"17973"
"V974",-5.06377981001489,0.448259023902988,6,"18640"
"V975",6.8969522426121,-0.701399391394172,2,"19034"
"V976",-1.09432273690457,3.59625579228151,3,"19955"
"V977",-1.76149961742337,4.1399452590691,6,"10539"
"V978",3.06407521272007,-1.71754322463801,1,"11171"
"V979",-3.55030944040323,-1.93835917732288,7,"11193"
"V980",-7.09076077098215,-3.8629177606493,8,"11586"
"V981",-8.47594586838391,-2.13632913908672,4,"13178"
"V982",-7.0938663093284,-1.47291868662231,8,"13921"
"V983",-6.07937750088583,-0.353329285473471,6,"17294"
"V984",-4.38966100622234,-0.80591828951799,7,"17336"
"V985",0.962346538539116,3.09190865890497,3,"10027"
"V986",-9.91465377033265,-3.53723450393498,4,"10577"
"V987",-4.44611724289218,-1.77299338779796,8,"13691"
"V988",-10.0362275972066,-5.22289902760863,6,"15008"
"V989",4.30152251784701,-0.209345945275543,2,"15393"
"V990",-3.49740581147392,-2.0258780221384,7,"16879"
