,MAINEXITDAY3,TOPLD1DAY3,AISLE1DAY3,PSADAY3,EXHIBITIONDAY3,MAINDAY3,POSTERDAY3,PSBDAY3,WC1DAY3,PSCDAY3,ROOM1DAY3,PSDDAY3,ROOM2DAY3,CIDAY3,CIENTRY1DAY3,BOTLD1DAY3,SERVEDAY3,ROOM3DAY3,ROOM4DAY3,WC2DAY3,CIENTRY2DAY3,CIENTRY3DAY3,CIEXIT1DAY3,CIENTRY4DAY3,EXHEXIT1DAY3,EXHEXIT2DAY3,TOPLD2DAY3,CANTEENDAY3,AISLE2DAY3,WC3DAY3,ROOM6DAY3,ROOM5DAY3,ENTERTAINDAY3,BOTLD2DAY3
11153,0,0,891,2113,0,6033,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12186,0,0,327,0,0,4743,0,0,0,0,0,0,0,47,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13096,0,0,114,0,0,0,0,0,0,0,0,0,0,49,0,34,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,8549,0,25
17201,0,0,805,0,0,4288,0,0,70,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,173,78,0,0,3190,23
13746,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,8382,0,24
15295,0,0,1084,2626,0,6211,637,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16731,0,0,874,0,0,7992,0,0,0,0,0,0,0,0,0,39,0,0,0,260,0,0,0,0,0,0,0,0,1161,0,0,0,0,30
10058,0,0,1912,0,0,5528,54,2548,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12968,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,8674,0,31
16036,0,0,1168,2158,0,7084,42,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16136,0,0,594,0,2339,5745,0,0,0,0,0,0,0,0,0,0,15,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10882,0,0,1993,0,0,3898,347,2434,0,0,283,0,0,46,0,0,15,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11919,0,0,952,2066,0,6860,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,0,0,1206,0,0,5343,467,2631,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,307,33
16550,0,0,966,2794,0,4889,47,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,173,77,0,0,0,30
16957,0,0,102,0,0,0,0,0,0,0,0,0,0,40,0,33,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,8404,0,26
17284,0,0,1024,0,691,7574,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17361,0,0,1375,47,0,5093,77,0,316,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18203,0,0,1456,0,0,5513,1467,1676,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16433,0,0,1000,2091,0,7111,40,0,0,0,0,0,0,42,0,0,7,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13152,0,0,1155,2509,1573,5058,68,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15847,0,0,968,0,1336,7062,15,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12325,0,0,986,2466,0,4869,14,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13558,0,0,537,0,2817,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15887,0,0,1411,2550,0,5023,39,0,0,0,0,0,0,38,0,33,0,0,0,0,0,0,0,0,0,0,0,0,136,159,0,0,0,26
16100,0,0,1151,0,0,5905,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19372,0,0,1641,2279,0,4837,148,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12141,0,0,603,0,0,2035,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18375,0,0,1404,2378,0,6201,43,0,0,0,0,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11437,0,0,2348,0,0,7573,0,0,0,0,0,0,0,0,0,36,0,0,0,66,0,0,0,0,0,0,0,0,78,0,0,0,0,30
13165,0,0,1331,0,132,5668,494,2522,64,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15301,0,0,842,0,0,8366,0,0,0,0,0,0,0,47,0,34,0,0,0,222,0,0,0,0,0,0,0,0,161,54,0,0,0,25
17119,0,0,1620,0,0,3994,37,0,178,0,0,0,0,0,0,84,16,629,0,0,0,0,0,0,0,0,0,0,137,0,0,0,535,75
18259,0,0,751,0,0,4582,50,2066,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12222,0,0,1029,2360,0,5399,49,0,0,0,0,0,0,41,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14860,0,0,1270,52,0,5134,808,0,58,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16050,0,0,1104,0,0,7147,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17485,0,0,1027,0,1381,7431,0,0,161,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18264,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,8586,0,28
18667,0,0,1638,0,0,5243,38,0,0,0,0,0,0,44,0,82,12,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,213,73
18756,0,0,1878,0,1967,3234,14,0,0,0,335,0,0,0,0,32,0,155,0,208,0,0,0,0,0,0,0,0,52,0,0,0,1719,24
19718,0,0,670,0,0,1894,8,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10713,0,0,1173,2195,0,5094,84,0,0,0,0,0,0,263,0,45,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,1381,30
12935,0,0,369,0,0,0,0,0,0,0,0,0,0,46,0,35,8,506,0,236,0,0,0,0,0,0,0,0,67,0,0,0,0,27
13485,0,0,358,0,174,1505,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,225,0,1659,0,0,69
16304,0,0,934,0,0,1640,15,2433,0,0,0,0,0,0,0,8,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17503,0,0,1251,2136,1093,5146,438,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19911,0,0,1023,2200,0,5993,735,0,160,0,0,0,0,47,0,33,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,26
15337,0,0,880,0,0,5032,588,0,159,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15772,0,0,1366,0,0,4743,33,2169,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,144,162,0,0,0,25
15861,0,0,1032,52,0,4834,641,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16041,0,0,767,2199,0,6558,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10698,0,0,1794,0,0,4943,8,1478,0,0,300,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12548,0,0,1241,0,0,5044,32,0,246,0,0,0,0,49,0,83,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,1093,70
16694,0,0,682,0,3643,3323,0,0,0,0,0,0,0,0,0,32,0,0,0,279,0,0,0,0,0,0,0,0,2008,0,0,0,0,23
15293,0,0,1013,2282,0,6681,63,0,0,0,0,0,0,47,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17628,0,0,1205,0,566,3983,612,1832,53,0,0,0,0,0,0,0,9,396,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10949,0,0,1433,0,0,5758,175,0,0,0,0,0,0,0,0,34,0,0,0,282,0,0,0,0,0,0,0,0,147,0,0,0,0,32
11659,0,0,879,2741,0,4840,522,0,275,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13112,0,0,1104,0,1103,0,67,0,103,4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16425,0,0,1916,0,0,6119,44,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16810,0,0,935,2257,0,6247,320,0,532,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17921,0,0,860,2106,0,5551,39,0,0,0,0,0,0,0,0,0,15,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18812,0,0,1787,2223,0,5629,104,0,386,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10080,0,0,1423,0,597,0,66,0,0,5362,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15882,0,0,894,0,0,902,632,589,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18715,0,0,883,2352,0,4823,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18882,0,0,1234,2122,0,4742,476,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19231,0,0,1036,0,1440,4278,565,2319,0,0,0,0,0,47,0,37,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,257,29
19295,0,0,105,0,0,0,0,0,0,0,0,0,0,48,0,36,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,27
12259,0,0,1637,0,0,0,60,4917,220,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,143,176,0,0,0,23
12643,0,0,2078,0,237,7316,40,0,117,0,0,0,0,0,0,33,0,0,0,180,0,0,0,0,0,0,0,0,157,0,0,0,263,27
12655,0,0,1785,0,0,8065,19,0,0,0,0,0,0,0,0,35,0,0,0,81,0,0,0,0,0,0,0,0,67,0,0,0,224,28
12933,0,0,665,0,1223,0,46,5776,183,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13376,0,0,905,0,76,5696,528,2563,0,0,0,0,0,0,0,34,15,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,27
14356,0,0,755,2154,0,4902,32,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,28
14598,0,0,379,0,0,0,77,0,504,6298,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15182,0,0,1264,2073,0,5477,85,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15971,0,0,1750,0,0,0,133,4912,297,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16713,0,0,1507,0,0,0,73,5485,0,0,0,0,0,42,0,32,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,336,21
17812,0,0,1127,0,0,1987,60,4842,475,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18051,0,0,893,4787,2104,0,468,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11422,0,0,1222,0,0,4987,202,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12925,0,0,992,0,0,5192,754,0,100,0,0,0,0,50,0,83,14,0,0,0,0,0,0,0,0,0,0,0,217,140,0,0,630,74
18255,0,0,815,0,0,6465,64,1895,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19608,0,0,903,1801,0,5882,32,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10150,0,0,1042,0,337,7527,421,0,0,0,445,0,0,0,0,38,0,0,0,180,0,0,0,0,0,0,0,0,144,0,0,0,0,31
10603,0,0,1122,0,841,7594,0,0,0,0,0,0,0,0,0,72,30,0,0,0,0,0,0,0,0,0,0,0,262,150,0,0,0,68
10740,0,0,611,0,0,4600,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13372,0,0,1489,0,0,0,43,5708,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,26
14508,0,0,1548,2298,0,4715,51,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14983,0,0,1915,0,0,5402,31,0,211,0,484,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13137,0,0,717,0,515,0,227,4718,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14514,0,0,1441,0,26,7665,0,0,0,0,293,0,0,0,0,39,0,0,0,333,0,0,0,0,0,0,0,0,64,0,0,0,68,27
14638,0,0,1016,0,0,0,537,0,110,5280,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15746,0,0,1455,0,0,2180,9,4332,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17122,0,0,1463,0,0,0,40,6557,407,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17715,0,0,1397,0,1112,0,218,5143,339,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17718,0,0,1198,2030,0,5028,57,0,406,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19514,0,0,1215,2424,0,7600,54,0,0,0,0,0,0,0,0,0,0,0,474,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11655,0,0,940,0,0,5756,501,0,307,0,0,0,0,34,0,45,0,0,0,0,0,0,0,0,0,0,0,0,145,139,0,0,0,25
10232,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,27
11038,0,0,1057,0,3935,1653,9,2290,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13572,0,0,1170,0,0,2050,421,3794,315,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19112,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,8105,0,23
13817,0,0,667,1964,1340,4887,36,0,0,0,0,0,0,51,0,32,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,23
17059,0,0,287,0,145,1786,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17145,0,0,1090,2448,0,6252,35,0,0,0,0,0,0,0,0,34,15,0,0,236,0,0,0,0,0,0,0,0,203,95,0,0,0,27
11052,0,0,426,0,0,1350,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14168,0,0,2440,3029,0,0,95,0,261,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14476,0,0,1022,0,0,5941,18,3452,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15023,0,0,1216,2264,0,4935,55,0,305,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,1085,30
19172,0,0,94,0,0,0,0,0,0,0,0,0,0,38,0,33,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,8097,0,24
12564,0,0,736,0,1582,7068,0,0,0,0,0,0,0,0,0,0,14,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15271,0,0,1341,0,0,8168,0,0,0,0,0,0,0,0,0,41,0,0,0,213,0,0,0,0,0,0,0,0,75,0,0,0,123,33
17756,0,0,783,2552,0,4972,57,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,154,220,0,0,0,27
18727,0,0,858,0,0,5173,856,0,0,0,321,0,0,0,0,38,0,0,0,292,0,0,0,0,0,0,0,0,75,0,0,0,720,31
19420,0,0,947,2175,1499,5424,74,0,0,0,0,0,0,37,0,0,7,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19903,0,0,576,0,0,4152,0,0,191,0,0,0,0,50,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10367,0,0,773,2200,0,4958,445,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11849,0,0,508,0,0,4638,37,355,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13135,0,0,1421,0,0,7360,149,0,0,0,0,0,0,0,0,78,0,0,0,112,0,0,0,0,0,0,0,0,211,480,0,0,375,69
17089,0,0,909,2670,0,4823,32,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17531,0,0,450,0,0,0,1914,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18850,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,8034,0,24
16618,0,0,1391,1836,0,4944,19,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17501,0,0,1230,0,0,3894,42,2449,126,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,1940,25
18060,0,0,789,0,1133,0,40,5968,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11804,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,8274,0,31
17041,0,0,447,0,1097,0,1052,0,226,5841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19936,0,0,1197,5530,1361,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14656,0,0,1243,6571,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17063,0,0,982,0,60,5221,34,2938,86,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,641,34
18596,0,0,1955,0,2068,5618,8,0,0,0,0,0,0,0,0,32,0,0,0,14,0,0,0,0,0,0,0,0,137,243,0,0,0,23
10537,0,0,649,0,0,0,524,0,162,6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10720,0,0,2454,0,0,0,68,0,106,4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11580,0,0,819,0,793,0,38,0,0,9,0,0,0,43,0,0,7,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12586,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,10,0,27
13903,0,0,465,0,0,1952,0,0,0,0,0,0,0,0,0,33,15,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,24
13945,0,0,437,0,0,1797,14,323,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14851,0,0,1778,0,1005,0,29,12,59,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18173,0,0,1511,6017,0,0,789,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,24
18454,0,0,1500,0,0,0,56,0,0,5918,0,0,0,32,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19347,0,0,1568,2250,87,4686,79,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12770,0,0,645,0,0,0,799,6570,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15452,0,0,1224,2484,0,4885,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15598,0,0,1530,0,0,5026,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16259,0,0,782,0,0,4702,963,0,49,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,131,57,0,0,0,29
19727,0,0,894,2183,0,4799,95,0,380,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10634,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,8478,0,25
11967,0,0,1836,2389,0,5892,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12083,0,0,781,0,0,0,845,0,484,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13658,0,0,1417,0,0,4066,583,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14589,0,0,1106,2097,0,7057,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14899,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,179,107,0,0,0,26
16963,0,0,1578,0,0,0,705,5458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17874,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,8485,0,26
11846,0,0,1459,2419,0,5042,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14644,0,0,683,0,0,1698,1151,4271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15117,0,0,2395,0,1129,0,94,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19807,0,0,320,0,247,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11637,0,0,1293,0,0,8293,25,0,0,0,366,0,0,37,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12944,0,0,585,0,0,1978,873,3952,382,0,0,0,0,31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,165,26
14056,0,0,963,2164,0,5377,37,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15537,0,0,462,0,976,0,30,6056,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,23
18297,0,0,94,0,0,0,0,0,0,0,0,0,0,32,0,33,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,25
19237,0,0,1190,0,0,4989,47,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19278,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,7951,0,24
19400,0,0,678,0,244,7791,0,0,0,0,0,0,0,39,0,41,15,0,0,113,0,0,0,0,0,0,0,0,185,0,0,0,1121,32
12440,0,0,614,0,2171,0,1232,3504,0,0,0,0,0,44,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12624,0,0,1262,0,0,4294,64,3131,405,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15214,0,0,428,0,0,1743,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17446,0,0,1219,0,1084,0,86,5506,168,0,0,0,0,0,0,0,8,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10997,0,0,446,0,0,1990,9,2584,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15184,0,0,307,0,0,0,1252,0,0,6434,0,0,0,0,0,0,8,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17483,0,0,1929,0,0,4189,907,2561,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18641,0,0,667,6612,305,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11937,0,0,1634,0,1814,0,25,3540,0,0,0,0,0,23,0,33,80,0,0,348,0,0,0,0,0,0,0,0,154,0,0,0,0,24
12642,0,0,998,0,191,0,28,5359,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15712,0,0,869,2124,0,5830,640,0,258,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16174,0,0,1463,0,0,4940,62,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12001,0,0,453,0,1197,0,27,4644,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,130,44,0,0,0,24
12986,0,0,941,2418,0,6589,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13542,0,0,1369,0,0,0,70,0,0,6300,0,0,0,0,0,0,7,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17661,0,0,187,0,0,0,1127,0,772,6041,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10170,0,0,811,1547,0,4761,357,0,0,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,0,0,0,143,678,0,0,0,23
