"","TOPLD1DAY1","AISLE1DAY1","PSADAY1","EXHIBITIONDAY1","MAINDAY1","POSTERDAY1","PSBDAY1","WC1DAY1","PSCDAY1","ROOM1DAY1","PSDDAY1","ROOM2DAY1","CIDAY1","BOTLD1DAY1","SERVEDAY1","ROOM3DAY1","ROOM4DAY1","WC2DAY1","CIENTRY4DAY1","TOPLD2DAY1","CANTEENDAY1","AISLE2DAY1","WC3DAY1","ROOM6DAY1","ROOM5DAY1","ENTERTAINDAY1","BOTLD2DAY1","TOPLD1DAY2","AISLE1DAY2","PSADAY2","EXHIBITIONDAY2","MAINDAY2","POSTERDAY2","PSBDAY2","WC1DAY2","PSCDAY2","ROOM1DAY2","PSDDAY2","ROOM2DAY2","CIDAY2","BOTLD1DAY2","SERVEDAY2","ROOM3DAY2","ROOM4DAY2","WC2DAY2","TOPLD2DAY2","CANTEENDAY2","AISLE2DAY2","WC3DAY2","ROOM6DAY2","ROOM5DAY2","ENTERTAINDAY2","BOTLD2DAY2","TOPLD1DAY3","AISLE1DAY3","PSADAY3","EXHIBITIONDAY3","MAINDAY3","POSTERDAY3","PSBDAY3","WC1DAY3","PSCDAY3","ROOM1DAY3","ROOM2DAY3","CIDAY3","BOTLD1DAY3","SERVEDAY3","ROOM3DAY3","ROOM4DAY3","WC2DAY3","TOPLD2DAY3","AISLE2DAY3","WC3DAY3","ROOM6DAY3","ROOM5DAY3","ENTERTAINDAY3","BOTLD2DAY3"
"11383",0,630,0,0,0,9,0,0,13128,0,0,0,0,32,0,0,0,205,0,0,0,100,0,8705,0,0,23,0,819,0,0,0,12,0,0,12666,0,0,0,0,33,0,0,0,0,0,0,85,0,9205,0,0,23,0,174,0,0,0,35,0,0,1814,0,0,0,75,0,0,0,0,0,206,0,1556,0,0,67
"11388",0,1436,0,2159,10962,7,0,84,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,1520,0,3996,10253,0,0,0,0,0,0,0,0,33,0,609,0,202,0,777,198,0,0,0,0,50,0,1966,0,41,7566,20,0,89,0,0,0,0,33,0,0,0,0,0,141,0,0,0,0,25
"11391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,3177,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,2926,0,0,41,11,0,0,0,0,0,0,34,0,0,0,0,0,0,187,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0,0,89,0,165,5563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11396",7,32635,0,226,248,9,0,0,0,0,0,0,0,115,0,0,0,688,0,0,0,299,0,3317,0,0,107,0,2231,0,90,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,221,0,1584,0,0,67,0,14007,0,70,178,0,0,0,0,0,0,7,76,0,0,0,0,0,216,0,1902,0,0,67
"11397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3482,0,846,10482,130,0,527,7772,689,0,0,0,192,24,420,0,0,0,452,727,364,0,0,4233,182,0,1836,2593,0,6425,706,0,259,0,0,0,40,0,9,0,0,118,0,0,0,0,0,0,0
"11398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,0,2188,0,83,6131,0,1883,0,0,0,26,92,0,0,0,0,0,0,249,104,0,0,1407,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,0,0,61,0,83,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11403",0,1742,0,12,0,47,0,0,0,526,4644,0,20,90,0,0,0,0,0,0,0,218,0,0,0,2251,93,0,683,2096,0,0,910,5658,0,0,546,0,0,7,49,0,0,0,0,0,0,110,0,0,0,1413,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11404",0,1251,0,1947,0,393,0,0,0,521,2864,0,19,33,0,0,0,0,0,0,0,127,0,0,0,0,23,0,1210,0,2771,0,560,0,118,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0,0,0,17,3805,0,0,0,0,0,32,0,0,0,0,0,134,340,0,0,0,24
"11405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,3311,0,0,74,7621,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0,0,9,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616,0,841,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11414",0,2578,0,1502,11506,1037,0,99,0,546,2978,0,0,70,0,608,0,60,0,0,1413,279,0,0,0,2128,90,0,1500,0,1647,6778,0,0,0,0,0,0,0,20,62,14,0,0,52,0,1565,133,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,0,0,0,36,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"11419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,1135,6551,69,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"11420",0,8683,1546,2609,10749,1250,1128,0,0,341,0,0,9,73,22,0,0,245,0,0,428,336,0,0,0,3866,65,0,3480,0,2902,9243,818,1726,97,0,748,0,0,0,256,22,345,0,438,0,530,474,0,0,0,3604,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,2581,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11422",0,2948,0,5049,9899,1911,0,155,0,381,2331,0,29,73,0,92,0,150,0,0,517,453,356,0,0,3380,92,0,3177,0,0,9635,194,0,306,7316,739,0,0,0,196,8,0,0,0,0,970,681,382,0,0,6055,201,0,1222,0,0,4987,202,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11424",0,2010,0,0,10124,46,0,0,0,0,0,0,0,100,0,0,0,0,0,0,471,300,58,0,0,101,100,0,2048,0,0,10387,0,0,0,0,0,0,0,49,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1511,2484,0,6238,85,0,0,0,0,0,38,32,15,0,0,0,0,50,0,0,0,96,25
"11425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,1474,0,0,0,0,0,0,0,0,62,0,0,0,0,0,489,138,0,0,0,0,51,0,1556,0,0,2152,143,0,146,0,0,0,41,36,0,0,0,0,0,773,0,0,0,0,27
"11426",0,1007,0,588,10737,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,306,191,0,0,0,67,0,4007,0,0,8978,198,0,447,2540,0,5802,0,9,91,0,508,0,114,0,502,298,0,0,0,5901,107,0,1869,0,0,6462,42,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
"11430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,0,2484,0,73,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,0,0,0,442,0,72,5847,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"11431",0,1231,0,1761,9566,0,0,0,0,0,0,0,0,83,0,0,0,594,0,0,755,246,0,0,0,0,75,0,3419,0,1671,10368,575,0,512,5877,685,0,0,43,32,0,0,0,954,0,707,401,766,0,0,5246,47,0,1198,0,0,7256,39,0,71,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0
"11432",0,837,0,163,0,329,0,0,0,543,10133,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,0,45,0,0,5131,0,0,0,33,0,0,0,0,0,129,0,0,0,0,24
"11433",0,791,0,2445,3750,0,0,221,0,0,0,0,40,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,3328,0,1441,11176,102,7932,173,0,0,0,0,39,33,0,349,0,116,0,1612,377,377,0,0,3213,42,0,1398,0,494,5177,48,3261,0,0,0,0,192,35,14,0,0,97,0,413,0,0,0,0,25
"11437",0,1160,0,838,10468,0,0,0,0,0,0,0,15,62,10,0,0,40,0,0,0,0,0,0,0,0,55,0,1759,0,212,10125,0,0,0,0,0,0,0,259,0,0,0,0,93,0,0,0,0,0,0,0,0,0,2348,0,0,7573,0,0,0,0,0,0,0,36,0,0,0,66,0,78,0,0,0,0,30
"11440",0,1098,6460,0,0,145,3669,83,0,0,0,0,21,49,0,0,0,0,0,0,0,97,0,0,0,67,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,568,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"11443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,1863,0,641,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11444",0,2556,0,1376,12272,144,8072,268,0,633,0,0,0,82,0,589,0,287,0,0,552,493,281,0,0,4285,100,0,2045,0,3421,3207,37,0,0,0,0,0,0,48,93,0,80,0,222,0,406,3285,0,0,0,0,79,0,1914,0,0,5223,57,2868,0,0,0,0,33,0,0,0,0,411,0,0,0,0,0,0,0
"11447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,1853,0,7,0,0,0,0,0,0,102,72,103,0,0,0,0,0,1620,189,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11450",0,1531,0,2473,0,0,0,0,0,0,0,0,434,84,7,59,0,26,0,0,0,261,281,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11452",0,3227,22,320,11331,798,4907,241,0,699,0,0,0,103,15,0,0,50,0,0,1003,530,447,0,0,5525,107,0,2879,0,1293,10066,412,0,443,6823,0,0,0,0,170,0,0,0,0,0,905,579,74,0,0,6464,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11453",0,2510,0,10133,12176,139,0,681,2819,439,0,0,346,41,10,0,0,264,0,0,0,281,169,0,0,2612,40,0,1587,0,0,10620,32,0,134,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,3029,0,685,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,11,5119,0,0,0,0,25,32,0,0,0,0,0,160,0,0,0,0,25
"11458",71,1861,0,0,11570,38,4877,0,0,0,0,10707,0,0,0,0,0,0,0,62,0,151,272,0,0,0,0,111,4083,1353,932,9617,148,1775,0,0,0,0,9716,0,0,0,0,0,32,103,3410,240,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352,0,4026,9229,178,8664,0,0,0,0,0,0,148,0,428,0,58,0,404,818,204,0,0,3145,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11460",0,3391,0,423,11443,882,0,437,0,0,0,0,20,118,7,0,0,1036,0,0,1492,258,0,0,0,7317,129,0,1862,0,206,7337,26,0,0,0,0,0,0,42,0,0,0,0,439,0,0,0,0,0,0,0,0,0,1579,0,0,6949,862,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0
"11462",0,33649,0,0,0,0,0,0,0,0,0,0,36,84,0,0,0,0,0,0,0,278,0,3102,0,0,73,0,31889,0,0,0,0,0,0,0,0,0,0,30,87,0,0,0,0,0,0,287,0,3349,0,0,76,0,13325,0,0,0,0,0,0,0,0,0,28,123,0,0,0,294,0,306,0,1718,0,0,108
"11464",71,1760,6147,0,12667,257,0,446,9,0,0,5001,0,0,0,0,0,549,0,63,658,128,511,0,0,0,0,156,3316,0,2862,9474,67,0,227,0,647,0,11191,0,0,8,0,0,533,148,4210,267,1301,0,0,0,0,8,1423,0,0,8302,0,0,297,0,0,192,0,0,0,0,0,212,0,0,0,0,0,0,0
"11466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,0,0,0,59,0,430,0,1645,11,0,7,72,0,0,0,0,0,0,180,0,0,0,534,49,0,910,0,0,0,27,0,84,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"11475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316,0,1556,0,59,0,0,3428,1007,0,0,13,43,0,0,0,0,0,0,99,0,0,0,839,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11476",0,630,0,0,11812,0,0,0,0,0,0,0,0,169,23,0,0,385,0,0,0,337,0,2541,0,0,144,0,487,0,0,356,0,0,0,0,0,0,0,0,76,11,0,0,90,0,0,218,0,1731,0,0,71,0,373,0,0,2639,0,0,0,0,0,0,0,80,0,0,0,0,0,241,0,1629,0,0,69
"11478",0,3768,0,3725,12121,73,0,0,0,741,3885,0,0,91,9,0,0,0,0,0,761,539,151,0,0,6453,116,0,2508,0,2081,10725,773,0,304,2872,0,6209,0,0,195,132,0,0,0,0,808,671,187,0,0,3854,188,0,1685,0,0,5552,193,2357,0,0,547,0,0,0,0,126,0,98,0,0,0,0,0,0,0
"11480",0,1071,0,2969,7338,0,0,0,0,0,0,0,0,48,8,0,0,0,0,0,0,237,0,0,0,903,51,0,2619,3193,6866,10190,186,0,204,0,1569,0,0,0,156,15,644,0,341,0,754,546,230,0,0,1211,177,0,1598,0,0,6860,34,2135,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0
"11481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,4267,517,0,138,6216,0,0,0,0,0,14,33,0,0,0,0,0,0,143,108,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2531,0,3712,0,33,0,95,0,0,8836,0,191,51,0,0,0,345,0,0,147,0,0,0,666,46,0,691,6347,919,0,50,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
"11485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3859,0,1270,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11486",0,2801,0,0,9961,91,0,235,0,249,8670,0,30,226,7,285,0,55,0,0,334,2341,73,0,0,5966,217,0,2446,0,505,10057,1107,6660,397,0,467,0,0,0,98,97,0,0,110,0,544,426,94,0,0,6720,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11488",0,2708,0,450,12400,183,0,77,6241,0,2940,0,37,83,0,0,0,126,0,0,828,393,252,0,0,4424,105,0,2251,1674,3636,9324,2165,0,78,0,141,0,0,0,192,0,0,0,0,0,0,680,197,0,0,5759,336,0,1125,0,301,5976,34,0,0,0,0,0,0,32,0,0,0,150,0,179,0,0,0,78,23
"11490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,0,1341,0,1000,0,0,0,0,9227,0,0,49,0,0,0,0,0,0,133,415,0,0,0,45,0,1168,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"11492",0,3115,2463,3413,11390,494,0,246,0,401,0,0,0,195,0,0,0,140,0,0,850,2423,0,0,0,5882,213,0,1011,0,2093,10350,0,0,0,0,0,0,0,0,95,0,0,0,0,0,866,296,127,0,0,0,79,0,495,0,1347,680,0,0,0,0,0,0,0,35,9,0,0,47,0,0,0,0,0,0,124
"11493",0,2334,6360,3124,12515,398,2647,0,0,0,0,0,28,153,0,0,0,177,0,0,331,416,295,0,0,2970,137,0,2988,0,660,8443,687,0,345,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,0,114,3466,313,3310,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"11495",0,3783,1320,238,12236,1152,7968,417,0,751,0,0,36,141,0,308,0,0,0,0,1402,257,0,0,0,2919,142,0,932,0,0,2118,0,0,0,0,0,0,0,7,56,0,0,0,0,0,222,164,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11496",0,250,13093,0,0,34,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,102,0,7785,0,0,23,0,362,13043,0,0,34,0,0,0,0,0,0,8,33,0,0,0,0,0,0,95,0,8038,0,0,24,0,455,7600,0,0,54,0,0,0,0,0,0,77,0,0,0,0,0,199,0,2106,0,0,61
"11498",0,1296,0,0,12141,0,0,0,0,0,0,0,199,84,10,0,0,0,0,0,0,1586,0,0,0,0,91,0,2209,0,0,10362,959,0,0,6816,543,0,0,9,178,8,0,0,248,0,546,815,828,0,0,6826,154,0,951,0,5074,0,376,0,144,0,0,0,0,72,0,437,0,0,0,168,183,0,0,1679,62
"11501",0,1926,0,2614,0,279,5745,0,0,511,0,0,19,65,74,0,0,0,0,0,0,210,81,0,0,756,50,0,976,0,0,0,12,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11502",0,3399,0,1561,5475,180,0,0,8512,448,0,0,8,125,0,0,0,147,0,0,426,673,355,0,0,6665,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11504",0,2815,0,3065,12405,316,0,76,0,0,9088,0,0,143,0,0,0,360,0,0,733,305,0,0,0,2510,163,0,3652,9683,3412,9767,141,0,403,0,0,0,0,42,78,0,0,0,124,0,532,394,180,0,0,3144,67,0,2646,0,0,5681,56,2203,135,0,0,0,41,46,0,0,0,0,0,72,0,0,0,742,32
"11508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932,2334,0,0,1479,0,181,0,0,0,0,16,55,0,0,0,0,0,0,190,0,0,0,619,52,0,1190,0,0,0,101,0,102,5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11509",0,1303,0,0,0,880,0,402,0,0,2732,0,311,123,0,0,0,0,0,0,0,322,0,0,0,192,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1647,2794,0,10458,434,5888,343,0,0,0,8179,0,0,9,0,0,0,107,2742,237,382,0,0,0,0,39,524,2787,0,4989,569,0,0,0,0,1369,0,0,0,0,0,0,23,50,59,0,0,0,0
"11516",0,1201,0,4244,3795,356,0,0,0,0,0,0,9,58,7,0,0,0,0,0,1008,112,0,0,0,0,38,0,998,0,1834,8014,0,0,0,0,0,0,0,399,0,0,0,0,223,0,0,0,0,0,0,0,0,0,522,0,0,4472,18,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11517",0,1560,9219,483,0,261,0,0,0,346,0,0,0,49,134,0,0,252,0,0,0,125,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361,2553,147,10688,1787,5414,186,0,0,0,0,44,101,0,0,0,365,0,0,384,0,0,0,4676,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11522",0,1430,0,39,10866,0,0,0,0,0,0,0,0,117,10,566,0,69,0,0,405,170,0,0,0,0,146,0,1112,0,0,9584,0,0,0,0,0,0,0,47,115,40,0,0,0,0,733,384,49,0,0,648,103,0,1872,2322,0,5374,444,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11523",0,3847,0,640,12419,228,8512,653,0,271,0,0,0,90,8,0,0,297,0,0,831,499,412,0,0,3549,114,0,1772,0,43,8445,28,0,0,0,0,0,0,0,49,0,0,0,0,0,0,247,398,0,0,706,39,0,1239,0,388,5427,610,2493,0,0,0,0,0,37,0,0,0,278,0,67,0,0,0,496,28
"11525",0,1955,0,73,10900,134,0,250,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,3184,8555,2153,7766,454,0,727,0,0,0,0,0,124,0,0,0,236,0,1107,465,570,0,0,6417,102,0,614,0,2109,1969,0,0,0,0,0,0,37,76,15,0,0,331,0,1688,0,0,0,4720,65
"11526",0,630,0,1436,6403,32,0,0,0,0,0,0,0,49,139,0,0,0,0,0,477,156,92,0,0,0,37,0,3347,2553,3143,9204,516,1029,56,0,346,0,0,0,224,122,0,0,168,0,665,2602,71,0,0,5520,214,0,555,0,944,4966,0,0,0,0,0,0,35,0,0,0,0,67,0,0,0,0,0,0,0
"11527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,0,0,0,591,0,0,8670,0,0,0,16,51,0,0,0,0,0,0,156,0,0,0,2096,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,32,6259,0,0,0,0,0,34,0,0,0,0,0,131,202,0,0,0,24
"11532",0,237,0,0,0,0,0,0,0,0,0,0,33238,80,0,0,0,0,0,0,0,198,0,1751,0,0,66,0,239,0,0,0,0,0,0,0,0,0,0,31463,82,0,0,0,0,0,0,211,0,2021,0,0,66,0,314,0,0,0,7,0,72,0,0,0,13328,77,0,0,0,0,0,221,0,1840,0,0,73
"11533",0,1524,0,0,9769,383,0,0,0,0,0,0,0,105,0,0,0,0,0,0,193,270,0,0,0,223,131,0,2428,0,0,10372,1176,7049,131,0,804,0,0,49,201,0,83,0,271,0,554,377,0,0,0,5729,189,0,1043,2197,0,4978,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11534",0,1055,0,652,9942,252,0,0,0,0,0,0,13,0,10,0,0,267,0,0,0,0,0,0,0,0,0,0,3012,0,4660,10621,917,6784,286,0,708,0,0,333,130,10,0,0,566,0,854,406,60,0,0,0,152,0,400,0,0,1026,294,0,331,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0
"11535",0,1648,0,3195,7248,0,0,0,0,0,0,0,19,83,100,0,0,99,0,0,501,296,79,0,0,0,103,0,2193,0,0,9070,0,0,0,0,0,0,0,0,116,0,0,0,125,0,650,304,376,0,0,140,107,0,258,0,314,2544,0,0,0,0,0,0,0,33,0,0,0,0,0,168,0,0,0,0,24
"11536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2995,0,4286,10677,793,5290,0,2694,0,0,0,0,168,19,0,0,184,0,573,1078,142,0,0,652,155,0,1156,2394,0,4931,401,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"11537",0,147,0,0,0,7,0,0,0,0,0,4703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,2415,0,0,9849,88,9358,188,0,0,0,7085,0,0,0,0,0,0,108,4530,217,206,0,0,0,0,0,749,1093,0,7846,49,0,0,0,0,339,0,0,0,0,0,546,0,0,0,0,0,0,0
"11541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,748,0,36,5655,0,0,0,0,0,0,14,0,0,381,0,0,0,0,0,0,0
"11542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,139,4981,41,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"11543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,2690,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
