"","TOPLD1DAY1","AISLE1DAY1","PSADAY1","EXHIBITIONDAY1","MAINDAY1","POSTERDAY1","PSBDAY1","WC1DAY1","PSCDAY1","ROOM1DAY1","PSDDAY1","ROOM2DAY1","CIDAY1","BOTLD1DAY1","SERVEDAY1","ROOM3DAY1","ROOM4DAY1","WC2DAY1","CIENTRY4DAY1","TOPLD2DAY1","CANTEENDAY1","AISLE2DAY1","WC3DAY1","ROOM6DAY1","ROOM5DAY1","ENTERTAINDAY1","BOTLD2DAY1"
"16631",0,1199,0,69,10276,0,0,0,0,0,0,0,239,103,0,0,0,685,0,0,350,134,0,0,0,0,85
"18244",0,758,0,868,0,7,0,392,0,0,0,0,0,97,0,117,0,0,0,0,877,213,0,0,13987,0,88
"18640",0,2157,0,112,11631,120,0,311,2625,409,0,0,0,83,0,0,0,1547,0,0,988,1498,377,0,0,0,103
"19182",0,1056,0,525,9530,0,0,219,0,0,0,0,26,0,25,0,0,71,0,0,0,0,0,0,0,0,0
"10367",0,2268,0,0,11086,202,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"12373",0,2887,0,2297,5805,960,0,141,0,0,0,0,0,39,7,0,0,375,0,0,568,102,0,0,0,0,33
"14094",0,1807,0,0,0,0,0,517,0,426,0,0,25,85,142,555,0,0,0,0,551,318,69,0,14074,0,91
"10854",0,440,0,8305,3405,0,0,0,0,0,0,0,0,39,6,0,0,36,0,0,567,176,170,0,0,0,32
"12404",0,783,0,0,11610,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,195,0,0,0,708,38
"15974",0,1160,0,136,12086,0,0,0,0,0,0,0,31,0,0,0,0,306,0,0,0,0,0,0,0,0,0
"16578",0,1504,0,0,9864,0,0,0,0,0,0,0,0,113,8,0,0,203,0,0,938,210,0,0,0,611,103
"16796",0,2182,0,38,10491,217,0,566,7108,298,0,0,28,144,7,0,0,0,0,0,897,623,860,0,0,6988,151
"16842",0,1228,0,273,11508,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0
"18584",0,1224,0,64,11444,0,0,0,0,0,0,0,28,0,46,0,0,617,0,0,0,0,0,0,0,0,0
"19425",0,2219,0,3105,12461,620,0,0,0,694,6384,0,0,94,8,0,0,1120,0,0,1174,307,0,0,0,2427,118
"19652",0,1263,0,0,9787,0,0,0,0,0,0,0,0,0,0,705,0,343,0,0,0,0,0,0,0,0,0
"19823",0,989,0,0,9551,0,0,0,0,0,0,0,0,146,40,0,0,0,0,0,686,1581,291,0,0,0,129
"13155",0,994,0,649,11175,7,0,0,0,0,0,0,29,0,0,0,0,201,0,0,0,0,0,0,0,0,0
"15371",0,1432,0,2712,8035,369,0,0,0,0,0,0,0,34,0,352,0,0,0,0,505,131,0,0,0,0,65
"16823",0,903,0,48,10916,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,582,128,0,0,0,0,42
"19230",0,1621,0,0,11556,16,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0
"10408",0,1350,0,630,9761,0,0,0,0,0,0,0,0,48,7,547,0,131,0,0,522,170,381,0,0,0,37
"10708",0,2188,0,2413,11600,981,0,196,2690,636,0,0,32,147,18,414,0,224,0,0,1041,393,0,0,0,4683,148
"10812",0,1973,0,0,10367,0,0,0,0,0,0,0,26,32,16,0,0,534,0,0,0,155,0,0,0,0,25
"11193",0,2182,0,87,11905,87,0,1094,0,0,8158,0,0,40,0,0,0,0,0,0,6466,107,0,0,0,0,54
"11257",0,1338,0,0,10985,0,0,0,0,0,0,0,0,106,0,576,0,0,0,0,39,268,0,0,0,0,102
"11522",0,1430,0,39,10866,0,0,0,0,0,0,0,0,117,10,566,0,69,0,0,405,170,0,0,0,0,146
"12122",0,1974,0,810,9120,75,0,0,0,0,0,0,0,97,174,0,0,0,0,0,225,307,57,0,0,0,82
"12194",0,2870,0,0,11938,393,0,330,0,222,7878,0,29,134,7,0,0,279,0,0,631,328,0,0,0,5845,150
"12273",0,662,0,1294,10159,0,0,0,0,0,0,0,0,66,0,0,0,469,0,0,504,197,406,0,0,0,54
"13966",0,3088,0,1338,10981,662,0,74,0,163,5961,0,0,283,18,0,0,352,0,0,1159,841,192,0,0,5528,283
"14813",0,1971,0,2079,11575,506,0,0,6647,0,0,0,0,88,0,0,0,0,0,0,1303,637,921,0,0,4618,93
"15006",0,504,0,1148,12020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15914",0,946,0,310,9674,0,0,0,0,0,0,0,0,0,0,591,0,317,0,0,0,0,0,0,0,0,0
"16556",0,694,0,1405,10051,0,0,0,0,0,0,0,0,85,0,0,0,244,0,0,364,262,0,0,0,0,73
"11138",0,2809,1719,0,12403,138,0,312,5904,0,0,0,0,86,0,0,0,475,0,0,675,361,430,0,0,4979,115
"19737",0,999,0,77,11486,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,236,276,0,0,312,49
"12702",0,1984,0,0,11412,76,3825,0,13,0,0,0,7,72,0,0,0,0,0,0,4657,377,453,0,0,6213,74
"13557",0,1787,0,0,12392,526,2888,533,0,0,0,0,20,32,0,0,0,640,0,0,645,203,0,0,0,5268,50
"10657",0,2918,0,160,11624,228,0,419,5904,0,2745,0,30,140,0,44,0,93,0,0,1715,469,0,0,0,4063,159
"11887",0,2582,0,0,11858,13,0,0,0,512,0,0,22,267,22,0,0,342,0,0,532,788,57,0,0,7282,243
"13849",0,2741,0,2564,11636,1033,0,576,0,583,4102,0,0,156,0,0,0,516,0,0,775,445,0,0,0,5021,194
"15778",0,2166,3297,416,11796,974,0,425,6413,0,0,0,0,80,0,0,0,353,0,0,693,302,331,0,0,0,58
"18512",0,1801,0,1887,8094,510,0,0,0,0,0,0,0,62,0,472,0,189,0,0,273,112,0,0,0,0,45
"18741",0,1189,0,1660,9491,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,214,0,0,0,0,38
"12128",0,629,0,44,11353,0,0,0,0,0,0,0,18,0,10,591,0,422,0,0,0,0,0,0,0,0,0
"13304",0,2928,0,0,10682,851,6266,0,0,258,0,0,18,96,0,0,0,824,0,0,544,635,578,0,0,2043,88
"13416",0,3615,0,3062,9946,92,8163,281,0,403,0,0,24,86,0,526,0,139,0,0,456,313,0,0,0,3284,81
"14323",0,2350,0,1847,11930,703,0,357,0,380,4643,0,0,93,0,0,0,201,0,0,0,427,0,0,0,6081,116
"15011",0,992,0,68,10828,491,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,119,0,0,0,88,48
"16593",0,1715,0,0,8607,7,0,0,0,0,0,0,0,147,26,0,0,254,0,0,684,456,374,0,0,220,147
"16896",0,3148,0,968,11392,54,0,109,8971,780,0,0,31,85,0,210,0,343,0,0,920,570,158,0,0,3266,107
"10660",0,1011,0,0,11697,0,0,0,0,0,0,0,0,134,10,0,0,0,0,0,0,247,71,0,0,473,115
"14219",0,997,0,0,0,7,0,964,0,476,0,0,0,162,0,626,0,0,0,0,473,359,0,0,18102,0,983
"15375",0,2956,0,2133,3874,21,0,0,0,0,0,0,23,126,7,0,0,47,0,0,768,1781,0,0,0,1576,112
"17284",0,3053,0,0,11962,83,0,0,8922,0,0,0,0,173,18,0,0,0,0,0,907,672,233,0,0,4679,198
"19625",0,6232,2947,602,9911,158,0,632,0,0,0,0,0,123,0,659,0,0,0,0,1146,523,138,0,0,3206,127
"19838",0,1200,0,317,11276,8,0,0,0,0,0,0,31,64,0,450,0,0,0,0,0,65,0,0,0,0,56
"12975",0,1834,0,698,10045,1041,0,913,0,509,4793,0,0,254,0,546,0,0,0,0,928,1717,440,0,0,6468,255
"13135",0,1847,0,947,12027,217,0,456,0,286,7885,0,20,161,8,0,0,0,0,0,1239,567,145,0,0,3815,150
"15510",0,2704,0,3570,11754,603,2621,967,0,753,0,0,0,84,22,0,0,531,0,0,1299,271,0,0,0,107,106
"16694",0,3007,0,2190,11750,121,4574,232,0,36,0,0,0,113,0,0,0,505,0,0,893,2274,40,0,0,4874,126
"17023",0,2108,0,101,11639,60,9986,284,0,0,0,0,0,115,0,0,0,0,0,0,1411,495,726,0,0,2812,128
"18592",0,2707,0,204,11582,381,4919,0,0,0,0,0,0,228,7,368,0,261,0,0,930,501,0,0,0,8093,203
"19366",0,2186,0,1061,12138,790,0,0,9294,0,0,0,0,32,23,104,0,565,0,0,491,340,763,0,0,2374,53
"13680",0,1064,0,0,9956,50,0,388,0,0,0,0,0,37,0,395,0,67,0,0,0,671,0,0,0,0,27
"18264",0,325,0,0,0,0,0,211,0,383,0,0,0,39,0,0,0,0,0,0,891,1387,0,0,9064,0,31
"18549",0,1375,0,0,11409,0,0,0,0,0,0,0,0,36,18,0,0,329,0,0,0,161,0,0,0,0,29
"13453",0,2590,0,273,11832,73,0,229,2631,200,0,0,0,89,0,0,0,0,0,0,1738,358,181,0,0,5188,93
"15116",0,3223,2255,3433,10690,64,0,0,2127,396,0,0,28,209,0,0,0,720,0,0,102,4087,0,0,0,2491,200
"17045",0,2283,0,0,11583,745,0,388,8548,376,0,0,0,229,0,0,0,0,0,0,0,774,306,0,0,4876,221
"10935",0,577,0,0,0,0,0,281,0,547,0,0,0,78,7,650,0,0,0,0,669,1393,412,0,19064,0,68
"14928",0,1292,0,164,11206,0,0,0,0,0,0,0,0,103,18,387,0,60,0,0,193,248,0,0,0,91,131
"19019",0,1206,0,0,10648,0,0,62,0,0,0,0,0,129,38,0,0,0,0,0,692,303,0,0,0,645,116
"19608",0,1170,0,735,11339,0,0,0,0,0,0,0,0,101,0,0,0,213,0,0,0,0,0,0,0,0,37
"19709",0,725,0,1557,10033,0,0,0,0,0,0,0,0,70,0,0,0,96,0,0,1017,162,166,0,0,0,53
"15323",0,834,0,0,11380,0,0,0,0,0,0,0,0,31,0,516,0,364,0,0,0,147,0,0,0,0,25
"19399",0,1555,0,112,10653,0,0,0,0,0,0,0,29,104,10,192,0,447,0,0,0,239,0,0,0,112,103
"11547",0,468,0,0,0,9,0,0,0,448,0,0,26,39,23,0,0,0,0,0,0,931,102,0,25192,0,35
"13872",0,1442,0,67,10803,0,0,0,0,0,0,0,20,48,0,265,0,0,0,0,0,113,0,0,0,0,66
"17096",0,858,0,0,0,10,0,0,0,402,0,0,21,126,0,0,0,561,0,0,667,1263,0,0,24182,0,121
"10026",0,1299,0,188,10419,0,0,0,0,0,0,0,0,100,21,387,0,702,0,0,324,257,0,0,0,132,125
"11314",0,1026,0,53,9902,13,0,0,0,0,0,0,18,34,0,126,0,279,0,0,523,108,0,0,0,0,28
"19813",0,2132,0,3180,9623,825,0,481,3458,507,0,0,0,124,0,0,0,486,0,0,521,2119,125,0,0,5448,120
"13341",0,1099,0,0,9225,0,0,0,0,0,0,0,19,101,0,0,0,221,0,0,0,269,86,0,0,0,96
"13448",0,843,0,0,11370,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,264,0,0,0,672,47
"18953",0,877,0,0,0,0,0,302,0,405,0,0,18,43,929,0,0,0,0,0,1113,285,314,0,24013,0,44
"19045",0,3661,0,0,11692,647,0,60,0,773,5301,0,0,189,31,220,0,365,0,0,683,531,245,0,0,5730,214
"11364",0,2138,0,1642,10065,508,0,700,0,0,5314,0,0,186,0,0,0,257,0,0,763,459,0,0,0,7714,188
"16317",0,2441,0,129,9476,0,0,0,0,0,0,0,0,73,0,694,0,414,0,0,0,113,0,0,0,0,42
"11085",0,1830,0,0,10030,0,0,0,0,0,0,0,0,95,11,667,0,0,0,0,0,154,0,0,0,0,67
"12492",0,2179,0,0,10818,1221,0,520,0,358,5567,0,19,185,0,621,0,0,0,0,1074,541,562,0,0,6596,180
"13243",0,487,0,0,0,7,0,669,0,385,0,0,0,47,0,0,0,0,0,0,623,225,392,0,24962,0,51
"14773",0,1233,0,220,11535,0,0,0,0,0,0,0,0,62,0,0,0,367,0,0,0,104,0,0,0,0,51
"16936",0,1940,0,200,10689,32,0,0,0,0,0,0,0,106,0,0,0,62,0,0,78,242,0,0,0,108,137
"17319",0,769,0,3555,8081,0,0,0,0,0,0,0,0,63,0,0,0,244,0,0,471,149,43,0,0,0,47
"17598",0,393,0,0,0,0,0,469,0,428,0,0,0,38,67,0,0,0,0,0,1381,1153,113,0,19943,0,31
"17850",0,3521,0,2925,10504,279,0,176,0,0,4670,0,0,169,0,422,0,105,0,0,0,568,304,0,0,5926,154
"12287",0,2954,0,2701,9960,488,0,390,0,448,2858,0,183,217,26,570,0,498,0,0,784,2760,457,0,0,4866,226
"14124",0,1411,0,0,10624,105,0,0,0,0,0,0,18,0,0,460,0,306,0,0,0,0,0,0,0,0,0
"15682",0,1952,0,0,10965,92,0,135,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19295",0,805,0,880,0,0,0,251,0,406,0,0,0,93,108,487,0,0,0,0,419,329,0,0,19595,0,76
"19402",0,1311,0,0,11483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17953",0,1469,0,0,0,0,0,1166,0,437,0,0,17,41,0,0,0,0,0,0,811,215,523,0,13824,0,46
"15506",0,619,0,528,0,0,0,840,0,0,0,0,0,85,0,49,0,0,0,0,684,357,370,0,14151,0,83
"17233",0,589,0,0,0,0,0,0,0,487,0,0,0,84,25,575,0,0,0,0,1142,283,0,0,19057,0,79
"11794",0,369,0,844,0,0,0,80,0,354,0,0,416,38,0,0,0,0,0,0,617,223,391,0,20310,0,33
"10404",0,1149,0,1585,9926,0,0,260,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0
"16233",0,1228,0,208,10479,0,0,0,0,0,0,0,0,0,0,640,0,229,0,0,0,0,0,0,0,0,0
"11934",0,2041,0,1151,9644,2254,0,267,0,232,8476,0,18,152,0,0,0,209,0,0,765,1093,458,0,0,4018,142
"12269",0,1445,0,104,10371,0,0,0,0,0,0,0,0,139,0,0,0,359,0,0,345,739,0,0,0,0,160
"12396",0,3442,0,4083,8239,2548,0,0,0,278,3863,0,0,87,0,0,0,54,0,0,1037,438,262,0,0,5621,88
"16251",0,2046,0,219,10981,414,0,208,0,490,6140,0,0,87,11,547,0,0,0,0,1544,373,0,0,0,6718,105
"19266",0,1312,0,529,0,28,0,687,0,435,0,0,7,150,0,497,0,313,0,0,449,283,0,0,18673,0,152
"13096",0,545,0,729,0,16,0,419,0,519,0,0,20,53,0,0,0,0,0,0,1009,258,0,0,24636,0,50
"10121",0,358,0,841,0,7,0,99,0,393,0,0,0,77,0,0,0,0,0,0,1108,355,579,0,8946,0,72
"10758",0,4640,0,3605,10563,522,0,197,0,364,0,0,18,88,8,0,0,206,0,0,490,532,195,0,0,7140,74
"18482",0,1847,0,0,0,0,0,0,0,571,0,0,0,89,38,595,0,267,0,0,928,312,467,0,18740,0,75
"16759",0,1947,0,121,10003,33,0,117,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0
"17467",0,2000,0,750,10673,3501,0,321,0,460,5033,0,26,32,0,0,0,0,0,0,1427,225,333,0,0,5244,36
"18766",0,1285,0,2974,7272,0,0,0,0,0,0,0,19,120,14,95,0,322,0,0,0,216,0,0,0,0,115
"19315",0,2054,0,35,10669,0,0,0,0,0,0,0,0,46,9,381,0,138,0,0,0,0,0,0,0,0,0
"11096",0,825,0,657,0,0,0,183,0,437,0,0,0,171,0,0,0,63,0,0,931,383,0,0,19447,0,153
"15199",0,954,0,0,11432,0,0,0,0,0,0,0,0,44,10,0,0,142,0,0,0,168,202,0,0,0,50
"10526",0,882,0,0,11220,25,0,0,0,0,0,0,0,0,0,804,0,0,0,0,0,0,0,0,0,0,0
"11182",0,2112,0,0,9602,610,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,509,161,0,0,0,150
"15979",0,339,0,558,0,7,0,381,0,435,0,0,19,79,0,0,0,0,0,0,0,368,108,0,9307,0,68
"19275",0,2678,0,0,8777,7,0,0,0,0,0,0,19,0,0,419,0,461,0,0,0,0,0,0,0,0,0
"17497",0,787,0,82,11297,0,0,0,0,0,0,0,0,32,0,0,0,67,0,0,0,135,0,0,0,0,26
"19907",0,667,0,534,8674,0,0,0,0,0,0,0,17,32,0,461,0,346,0,0,0,182,152,0,0,279,23
"16017",0,1397,0,0,0,16,0,283,0,0,0,0,7,78,7,533,0,0,0,0,908,287,440,0,18785,0,72
"12997",0,2713,0,2274,9935,756,0,800,0,0,7196,0,7,178,0,171,0,0,0,0,1250,1433,0,0,0,3629,172
"12183",0,2852,0,302,8380,0,0,137,0,0,0,0,20,49,14,449,0,515,0,0,451,135,0,0,0,0,65
"14657",0,1423,0,0,0,37,0,320,0,479,0,0,7,82,0,502,0,0,0,0,1046,342,94,0,13698,73,80
"13330",0,1520,0,0,0,29,0,0,0,474,0,0,19,84,10,109,0,0,0,0,1165,309,0,0,18774,0,81
"11331",0,1460,0,54,9165,12,0,0,0,0,0,0,0,34,7,0,0,0,0,0,0,141,0,0,0,0,23
"15603",0,925,0,1393,10662,0,0,0,0,0,0,0,19,62,0,0,0,55,0,0,149,120,0,0,0,0,49
"19897",0,2668,0,697,9870,1079,0,198,0,471,3854,0,0,133,0,585,0,788,0,0,0,1357,0,0,0,7247,154
"17724",0,1065,0,0,0,0,0,0,0,0,0,0,19,36,7,0,0,577,0,0,1426,207,0,0,9128,0,30
"15327",0,1430,0,882,10242,11,0,0,0,0,0,0,0,0,15,0,0,249,0,0,0,0,0,0,0,0,0
"19143",0,2652,0,2147,10300,613,0,215,0,273,0,0,19,155,7,0,0,0,0,0,957,589,278,0,0,5606,156
"16195",0,1508,0,3049,11635,876,0,188,0,371,0,0,0,260,0,0,0,0,0,0,556,968,601,0,0,6983,237
"11535",0,1648,0,3195,7248,0,0,0,0,0,0,0,19,83,100,0,0,99,0,0,501,296,79,0,0,0,103
"12443",0,1274,0,819,10428,0,0,0,0,0,0,0,0,45,0,0,0,124,0,0,0,127,0,0,0,0,41
"13518",0,1319,0,167,8735,0,0,0,0,0,0,0,18,41,16,651,0,229,0,0,0,122,41,0,0,0,23
"10383",0,1084,0,1722,9462,0,0,0,0,0,0,0,0,0,0,492,0,244,0,0,0,0,0,0,0,0,0
"13248",0,901,0,697,10851,0,0,0,0,0,0,0,0,0,9,428,0,61,0,0,0,0,0,0,0,0,0
"15393",0,1451,0,567,9836,0,0,0,0,0,0,0,19,131,9,0,0,157,0,0,80,365,36,0,0,612,123
"16888",0,589,0,392,11773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13363",0,1327,0,1020,10758,0,0,0,0,0,0,0,0,107,0,0,0,47,0,0,0,118,0,0,0,0,70
"15738",0,3102,0,6455,9845,55,0,138,0,1075,0,0,19,129,97,457,0,71,0,0,1172,2842,91,0,0,4312,128
"18161",0,1867,0,892,9399,23,0,0,0,0,0,0,20,51,8,0,0,0,0,0,193,133,0,0,0,0,44
"11602",0,1279,0,0,0,30,0,1094,0,0,0,0,20,113,0,0,0,0,0,0,713,226,0,0,24387,0,98
"16964",0,4042,0,4045,7538,58,0,297,0,193,2825,0,0,90,0,0,0,0,0,0,572,440,333,0,0,4984,91
"15309",0,690,0,763,10762,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0
"19090",0,940,0,1421,9643,0,0,0,0,0,0,0,319,0,0,0,0,592,0,0,0,0,0,0,0,0,0
"12815",0,1377,0,0,9419,452,0,0,0,0,0,0,18,144,0,0,0,155,0,0,372,308,0,0,0,545,146
"10194",0,1603,0,471,10177,0,0,0,0,0,0,0,0,64,0,0,0,67,0,0,0,144,0,0,0,0,54
"12570",0,447,0,768,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,985,351,1319,0,19341,0,71
"10439",0,884,0,0,0,0,0,402,0,575,0,0,11,164,9,0,0,204,0,0,900,678,394,0,13553,0,163
"12132",0,948,0,0,0,17,0,519,0,431,0,0,13,42,0,0,0,0,0,0,0,264,0,0,25013,0,46
"12703",0,594,0,629,0,0,0,0,0,0,0,0,12,44,7,0,0,548,0,0,703,242,84,0,24989,0,52
"18557",0,691,0,200,0,0,0,0,0,0,0,0,0,111,26,0,0,0,0,0,824,221,0,0,28066,0,106
"13251",0,845,0,588,0,0,0,106,0,336,0,0,0,127,16,0,0,351,0,0,783,234,0,0,19511,0,110
"14992",0,1070,0,504,10981,0,0,0,0,0,0,0,20,0,18,120,0,0,0,0,0,0,0,0,0,0,0
"17591",0,1158,0,331,10204,490,0,0,0,0,0,0,14,0,25,636,0,0,0,0,0,0,0,0,0,0,0
"11219",0,1221,0,0,10293,61,0,0,0,0,0,0,0,46,8,0,0,0,0,0,0,278,0,0,0,658,46
"14911",0,1380,0,366,10042,0,0,0,0,0,0,0,17,100,8,542,0,0,0,0,146,326,0,0,0,0,110
"13999",0,853,0,0,0,15,0,0,0,16,0,0,7,119,7,737,0,0,0,0,1173,461,627,0,17664,0,108
"12972",0,1338,0,629,10061,0,0,0,0,0,0,0,0,0,0,453,0,141,0,0,0,0,0,0,0,0,0
"14739",0,2435,0,2684,10557,632,0,63,0,416,7818,0,0,150,31,0,0,333,0,0,565,577,372,0,0,1091,142
"17557",0,1109,0,1041,10278,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0
"18135",0,3005,0,804,10081,1243,0,301,0,810,5356,0,17,96,0,0,0,42,0,0,671,393,82,0,0,6860,107
"15539",0,639,0,0,0,0,0,0,0,0,0,0,14,33,0,0,0,0,0,0,307,224,0,0,29768,0,27
"19171",0,1146,0,203,10626,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0
"10045",0,810,0,161,10976,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,539,209,0,0,0,35
"12719",0,1711,0,3274,6206,36,0,0,0,0,0,0,0,35,0,274,0,192,0,0,257,103,0,0,0,0,29
"19083",0,2302,0,2708,5851,0,0,0,0,0,0,0,13,0,0,0,0,507,0,0,0,0,0,0,0,0,0
"11267",0,1315,0,0,9727,8,0,0,0,0,0,0,12,133,8,485,0,0,0,0,0,338,0,0,0,162,117
"14241",0,1132,0,0,0,0,0,431,0,501,0,0,13,83,0,512,0,0,0,0,938,323,0,0,13948,0,78
"14473",0,1501,0,200,9686,0,0,0,0,0,0,0,17,49,0,0,0,77,0,0,0,91,0,0,0,119,50
"19689",0,751,0,0,0,14,0,0,0,531,0,0,12,78,166,531,0,0,0,0,625,421,352,0,19364,0,70
"18297",0,1354,0,511,0,0,0,141,0,0,0,0,0,137,17,0,0,579,0,0,1063,214,0,0,13423,0,136
"10855",0,1139,0,637,9845,0,0,0,0,0,0,0,0,0,0,720,0,51,0,0,0,0,0,0,0,0,0
"12727",0,873,0,246,10418,0,0,0,0,0,0,0,0,38,26,52,0,92,0,0,0,182,0,0,0,0,30
"13257",0,3575,0,2664,8838,117,0,281,0,346,6515,0,0,186,0,317,0,557,0,0,225,553,306,0,0,5362,157
"18596",0,699,0,0,4269,0,0,124,0,0,0,0,0,40,0,85,0,0,0,0,0,154,0,0,0,0,25
"15719",0,3321,0,2311,10728,92,0,135,0,427,5408,0,0,103,0,603,0,862,0,0,1462,293,247,0,0,4416,76
"17692",0,1024,0,1054,10330,0,0,0,0,0,0,0,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"10744",0,593,0,429,0,0,0,466,0,292,0,0,0,57,0,0,0,0,0,0,658,185,90,0,14491,0,54
"16253",0,1335,0,1075,10065,8,0,0,0,0,0,0,15,0,0,0,0,208,0,0,0,0,0,0,0,0,0
"16875",0,418,0,264,0,0,0,371,0,415,0,0,16,45,54,0,0,0,0,0,835,240,0,0,9687,0,35
"16157",0,947,0,0,0,0,0,0,0,481,0,0,14,87,7,0,0,360,0,0,792,206,0,0,9544,0,83
"18578",0,2462,0,2776,10293,330,0,537,0,449,2516,0,0,109,0,384,0,123,0,0,712,167,0,0,0,4329,84
"13752",0,1575,0,3107,11167,1059,0,305,0,213,6628,0,0,89,0,0,0,0,0,0,1160,497,67,0,0,4245,100
"15811",0,1039,0,0,10932,0,0,0,0,0,0,0,0,85,39,0,0,95,0,0,0,238,153,0,0,255,47
"10325",0,1173,0,942,9959,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0
"10933",0,760,0,0,0,130,0,246,0,26,0,0,0,120,0,0,0,0,0,0,1191,252,0,0,19554,0,113
"11028",0,752,0,0,0,16,0,349,0,512,0,0,16,42,0,0,0,0,0,0,910,197,109,0,24729,0,41
"15337",0,1736,0,123,10450,383,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,58,0,0,0,0,73
"12960",0,695,0,396,0,0,0,112,0,0,0,0,14,119,0,0,0,0,0,0,0,335,507,0,14028,0,99
"13549",0,1400,0,2825,5114,563,0,0,0,0,0,0,0,37,0,520,0,0,0,0,0,131,83,0,0,0,29
"10484",0,846,0,0,10450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15658",0,1624,0,56,9460,26,0,345,0,0,0,0,17,115,0,583,0,0,0,0,77,331,0,0,0,0,94
"11437",0,1160,0,838,10468,0,0,0,0,0,0,0,15,62,10,0,0,40,0,0,0,0,0,0,0,0,55
"16393",0,1686,0,348,9808,1085,0,245,0,671,9334,0,0,97,38,661,0,0,0,0,709,326,0,0,0,5085,110
"17189",0,1110,0,75,0,0,0,0,0,585,0,0,0,139,125,601,0,360,0,0,1443,332,0,0,17731,0,150
"12323",0,567,0,0,0,22,0,373,0,404,0,0,0,37,7,0,0,0,0,0,744,191,0,0,20219,0,32
"11339",0,5934,0,0,10189,48,0,343,0,179,2404,0,16,87,10,355,0,143,0,0,4868,330,115,0,0,4132,78
"19034",0,723,0,0,0,0,0,424,0,479,0,0,7,36,0,0,0,0,0,0,789,227,89,0,20437,0,29
"12857",0,1088,0,650,10148,0,0,0,0,0,0,0,0,0,76,672,0,102,0,0,0,0,0,0,0,0,0
"17325",0,1336,0,232,9603,525,0,91,0,0,0,0,0,32,18,0,0,0,0,0,0,138,186,0,0,0,25
"14261",0,1621,0,200,9546,0,0,0,0,0,0,0,15,65,109,0,0,150,0,0,228,139,0,0,0,0,57
"14962",0,494,0,0,0,21,0,457,0,506,0,0,15,33,0,0,0,0,0,0,977,202,389,0,9207,0,29
"18379",0,1009,0,384,9945,0,0,0,0,0,0,0,0,96,7,138,0,262,0,0,580,713,0,0,0,0,86
"18964",0,1099,0,0,10575,0,0,0,0,0,0,0,15,0,0,357,0,0,0,0,0,0,0,0,0,0,0
"12576",0,1016,0,354,8642,0,0,0,0,0,0,0,0,0,0,821,0,52,0,0,0,0,0,0,0,0,0
"19540",0,98,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,462,415,94,0,18798,0,25
"12023",0,506,0,0,0,0,0,259,0,452,0,0,0,33,0,0,0,0,0,0,1024,186,0,0,20264,0,24
"15780",0,1208,0,1311,9901,0,0,0,0,0,0,0,16,64,23,0,0,0,0,0,82,123,0,0,0,0,60
"18894",0,2330,0,0,7121,208,0,0,0,0,0,0,15,94,0,0,0,0,0,0,0,278,0,0,0,163,90
"16315",0,2128,0,1882,11011,9,0,0,0,285,4579,0,0,159,9,0,0,861,0,0,1123,555,224,0,0,5784,188
"14951",0,1851,0,2793,9413,2991,0,644,0,566,6327,0,0,81,129,0,0,281,0,0,1579,1045,536,0,0,1941,68
"10713",0,1175,0,880,10083,8,0,0,0,0,0,0,16,0,71,0,0,0,0,0,0,0,0,0,0,0,0
"17538",0,1232,0,44,10517,0,0,72,0,0,0,0,0,32,10,0,0,0,0,0,0,110,102,0,0,0,23
"10461",0,3110,0,2347,8072,31,0,68,0,447,7303,0,15,159,0,569,0,189,0,0,828,524,591,0,0,5476,176
